date,Full_EW_net,Full_EW_timed_net,ratio5_net,ratio5_timed_net,ratio10_net,ratio10_timed_net,ratio15_net,ratio15_timed_net,ratio20_net,ratio20_timed_net
2015-01-12,-0.003448749596635203,-0.003448749596635203,-0.009444586122309317,-0.009444586122309317,-0.0029152912145457895,-0.0029152912145457895,-0.0012743603349208246,-0.0012743603349208246,-0.00213912297559356,-0.00213912297559356
2015-01-13,0.0018549043506431687,0.0018549043506431687,-0.0027379836823910432,-0.0027379836823910432,0.0018945667614585938,0.0018945667614585938,7.267039838057716e-05,7.267039838057716e-05,1.3633947409197192e-05,1.3633947409197192e-05
2015-01-14,-0.00015513193176420388,-0.0025000000000000005,-0.0008728372569332566,-0.0025,-6.430846912243166e-05,-0.0025000000000000005,0.0006779423873608597,-0.0025000000000000005,0.0011922367402687594,-0.0025000000000000005
2015-01-15,0.0005925294780617014,0.0,0.01025884922514666,0.0,0.004364810860163926,0.0,0.0016776985824194179,0.0,0.0009471969352895125,0.0
2015-01-16,-0.01087128226808998,0.0,-0.013390591431796018,0.0,-0.007774461800101584,0.0,-0.010565595713248464,0.0,-0.009981860995559427,0.0
2015-01-19,-0.006186674145462403,0.0,-0.0039942941307812285,0.0,-0.011441123635696417,0.0,-0.006488225196509474,0.0,-0.007244407533339053,0.0
2015-01-20,0.012863514420279084,0.0,0.013137469019723659,0.0,0.013318642576588647,0.0,0.014528099507455578,0.0,0.014023043563196865,0.0
2015-01-21,0.000206914803969086,0.0,0.005025392516308513,0.0,0.0009268644876999857,0.0,0.001095139418646503,0.0,-0.00021304199063752483,0.0
2015-01-22,0.007885417342520643,0.0,0.013923424110539574,0.0,0.013848082121914972,0.0,0.012429259232861615,0.0,0.011279845066188511,0.0
2015-01-23,0.004772588127831796,0.0022725881278317962,0.014078200738730163,0.011578200738730162,0.012805319094633017,0.010305319094633017,0.01024600629330045,0.00774600629330045,0.006999973567293861,0.00449997356729386
2015-01-26,0.0003137055754735035,0.0003137055754735035,-0.0036948349947718783,-0.0036948349947718783,0.0054198195483863626,0.0054198195483863626,0.001776012758877155,0.001776012758877155,0.002942464345546664,0.002942464345546664
2015-01-27,0.0013591024800375785,0.0013591024800375785,0.005291062201012186,0.005291062201012186,0.010956002372455712,0.010956002372455712,0.0067563360008164285,0.0067563360008164285,0.004603938856959683,0.004603938856959683
2015-01-28,0.002609185700518153,0.002609185700518153,0.0024755406991124663,0.0024755406991124663,0.006275945910292335,0.006275945910292335,0.0037424644911258674,0.0037424644911258674,0.003351152542430191,0.003351152542430191
2015-01-29,-0.002392289718597379,-0.002392289718597379,-0.009511631610788319,-0.009511631610788319,0.003170585677479598,0.003170585677479598,-0.0018215866856297796,-0.0018215866856297796,-0.0025524647070125964,-0.0025524647070125964
2015-01-30,2.6969205462340777e-05,2.6969205462340777e-05,0.014843849696763068,0.014843849696763068,0.016124823792360514,0.016124823792360514,0.012079024962748486,0.012079024962748486,0.008321928953715769,0.008321928953715769
2015-02-02,-0.0041887838504922345,-0.0024999999999999996,0.004062646173606344,-0.0025,-0.0003011802510909144,-0.0025000000000000005,-0.00013298134436896472,-0.0025000000000000005,-0.0008279413684209412,-0.0025000000000000005
2015-02-03,0.0026705172498976146,0.0,-0.006340371128985157,0.0,-0.000818852039889273,0.0,4.137290887260562e-05,0.0,-0.0005314202061806386,0.0
2015-02-04,0.003643266801620377,0.0,-0.00506847520140672,0.0,-0.0016341911790140775,0.0,-0.002031450096171183,0.0,-0.0015399823006953476,0.0
2015-02-05,0.00048303276061221107,0.0,0.0033598205257318716,0.0,0.0005217895574063046,0.0,0.002191700879134073,0.0,0.00036379872472651104,0.0
2015-02-06,-0.0051549253972545134,0.0,0.010930501057699106,0.0,0.004785664906991949,0.0,0.0025883311178103163,0.0,0.0005475131764312633,0.0
2015-02-09,-0.0043081588320259346,0.0,-0.005214800509377216,0.0,-0.0017908892714845197,0.0,-0.0027719287932360076,0.0,-0.004334104424056207,0.0
2015-02-10,-0.005571129132670501,0.0,-0.013121653332234539,0.0,-0.010444898760315914,0.0,-0.005575590249692845,0.0,-0.00812168445013436,0.0
2015-02-11,0.0009129195284120825,0.0,0.011210759791132664,0.0,0.00542787267934154,0.0,0.0034926817870546485,0.0,0.002448276552602724,0.0
2015-02-12,-0.0004315158186836424,0.0,0.012423954364123026,0.0,0.008142616490916988,0.0,0.005220307943455612,0.0,0.002903884884432451,0.0
2015-02-13,0.003262800320194286,0.0,0.009396429029058706,0.0,0.007615897744165168,0.0,0.005537235164935391,0.0,0.004843998158252916,0.0
2015-02-24,0.007862620142912249,0.0,0.016533875158644133,0.0,0.0027802812805935344,0.0,0.005076550785637755,0.0,0.006883618575644379,0.0
2015-02-25,0.00874268678345015,0.006294770116783481,0.008010219860335788,0.005510219860335787,0.009522190850533931,0.007022190850533931,0.005702418090359132,0.003202418090359132,0.007279211713355033,0.004779211713355033
2015-02-26,0.0024081269477644186,0.0024081269477644186,0.003489850358882363,0.003489850358882363,0.0007779973006068145,0.0007779973006068145,0.0009624593060135449,0.0009624593060135449,0.0009666744472166817,0.0009666744472166817
2015-03-02,0.0022128707612231566,0.0022128707612231566,-0.000661914728329748,-0.000661914728329748,0.007799551408451468,0.007799551408451468,0.0047536164188719835,0.0047536164188719835,0.0027203287282231542,0.0027203287282231542
2015-03-03,0.003835488599259673,0.003835488599259673,-0.0002660098899542661,-0.0002660098899542661,-0.0004896334413662328,-0.0004896334413662328,0.0010724142361000423,0.0010724142361000423,0.0021312362016778054,0.0021312362016778054
2015-03-04,0.004594856500022321,0.004594856500022321,0.01305624442112692,0.01305624442112692,0.009715741085088403,0.009715741085088403,0.008677018547312747,0.008677018547312747,0.006966820051605911,0.006966820051605911
2015-03-05,0.0059201737892715855,0.0059201737892715855,-0.0010002157726034075,-0.0010002157726034075,-0.0026159661550508636,-0.0026159661550508636,-0.0007669838493960046,-0.0007669838493960046,-0.0016909484825101241,-0.0016909484825101241
2015-03-06,0.008509417874264676,0.008509417874264676,0.009153244291329288,0.009153244291329288,0.010597236230498918,0.010597236230498918,0.010302604131668473,0.010302604131668473,0.007566267157839085,0.007566267157839085
2015-03-09,-0.001084251633527098,-0.001084251633527098,-0.0075736504998285435,-0.0075736504998285435,-0.0011192082607833775,-0.0011192082607833775,-0.0010066314878498079,-0.0010066314878498079,-0.0020166230917342378,-0.0020166230917342378
2015-03-10,-0.00551249012897856,-0.00551249012897856,-0.0035184643782883553,-0.0035184643782883553,-0.008963720107137307,-0.008963720107137307,-0.008451608467368593,-0.008451608467368593,-0.008197777547270541,-0.008197777547270541
2015-03-11,-0.004751125708659791,-0.004751125708659791,-0.002199403253077259,-0.002199403253077259,-0.005683978640498322,-0.005683978640498322,-0.0057292722916343145,-0.0057292722916343145,-0.004097480669080973,-0.004097480669080973
2015-03-12,0.006534460936077568,0.006534460936077568,0.00048489764981971516,0.00048489764981971516,0.0037828711331067133,0.0037828711331067133,0.003908152777619127,0.003908152777619127,0.003945860228690041,0.003945860228690041
2015-03-13,0.0037435420509150962,0.0037435420509150962,0.004555653397748394,0.004555653397748394,0.003901686719563491,0.003901686719563491,0.005001257006789654,0.005001257006789654,0.007036937676743793,0.007036937676743793
2015-03-16,0.0027954703301597585,0.0027954703301597585,-0.0007486769130502951,-0.0007486769130502951,-0.0025910950901705592,-0.0025910950901705592,0.000574754801176606,0.000574754801176606,0.005262458633293655,0.005262458633293655
2015-03-17,-0.004366899536314225,-0.004366899536314225,-0.0012269922322995623,-0.0012269922322995623,-0.0002805149721410216,-0.0002805149721410216,0.0032082565622654213,0.0032082565622654213,0.0005316032826124692,0.0005316032826124692
2015-03-18,0.006650308116249264,0.006650308116249264,0.008122299572641324,0.008122299572641324,0.003993123878264259,0.003993123878264259,0.0029319358221312404,0.0029319358221312404,0.002443096878388368,0.002443096878388368
2015-03-19,0.0038989997695967815,0.0038989997695967815,0.0015589564757993776,0.0015589564757993776,0.003687007285522726,0.003687007285522726,0.00242073390207976,0.00242073390207976,0.0023971993800133316,0.0023971993800133316
2015-03-20,0.003862827107866586,0.003862827107866586,-0.00897217447218559,-0.00897217447218559,-0.0057890448732482065,-0.0057890448732482065,-0.002368488580113789,-0.002368488580113789,0.0009285139779496017,0.0009285139779496017
2015-03-23,0.0025927690329167023,0.0025927690329167023,0.000679922084604323,0.000679922084604323,0.0012077655101463303,0.0012077655101463303,0.0006192818806649644,0.0006192818806649644,0.0003063481194610587,0.0003063481194610587
2015-03-24,-0.003481172233030307,-0.003481172233030307,-7.082928961648087e-05,-7.082928961648087e-05,-0.005644308902373053,-0.005644308902373053,-0.0012881557752964696,-0.0012881557752964696,-0.0007037909987119007,-0.0007037909987119007
2015-03-25,-0.008425115817924466,-0.008425115817924466,-0.016380063941011925,-0.016380063941011925,-0.017190906574106254,-0.017190906574106254,-0.01332171037088543,-0.01332171037088543,-0.011642260102016806,-0.011642260102016806
2015-03-26,-0.002361166489404488,-0.002361166489404488,-0.009263507617227228,-0.009263507617227228,-0.0021427030553357704,-0.0021427030553357704,-0.003735867940126222,-0.003735867940126222,-0.002448727546271745,-0.002448727546271745
2015-03-27,-0.003388705336137281,-0.0024999999999999996,0.004936749963529108,-0.0025,0.0012641706663737095,-0.0025,-0.0007395608255921153,-0.0025,0.0005173443822699187,-0.0025
2015-03-30,-0.007171693229640485,0.0,0.004567444838162137,0.0,-0.006312810513817325,0.0,-0.006231129640522111,0.0,-0.005774864171876837,0.0
2015-03-31,0.004372679319992628,0.0,0.0024366871588302748,0.0,0.006554159798289816,0.0,0.008083766046223904,0.0,0.008237842790639986,0.0
2015-04-01,-0.006789140612885966,0.0,-0.012412280987181902,0.0,-0.01075180100438966,0.0,-0.011047234901535495,0.0,-0.006543553447612583,0.0
2015-04-02,0.005724043253928229,0.0,-0.011487943111652622,0.0,-0.004788649723527372,0.0,-0.003913885688912503,0.0,0.001469352255726908,0.0
2015-04-07,0.007806608479013697,0.0,-0.012532086935929354,0.0,0.0020112481256241103,0.0,0.002693588083346617,0.0,-0.0004855257691063935,0.0
2015-04-08,0.0009939153859635486,0.0,-0.0011115733321431353,0.0,-0.006427626019004385,0.0,-0.002291172045454705,0.0,0.001692820835845783,0.0
2015-04-09,-0.005881890480989115,0.0,0.004458019313244742,0.0,-0.004547288800166405,0.0,-0.007421183072135485,0.0,-0.0031413153224914116,0.0
2015-04-10,0.0004701914037856424,0.0,-0.01394459829556496,0.0,-0.008477905164767919,0.0,-0.0070815210429087715,0.0,-0.0031569677986736607,0.0
2015-04-13,0.0040464424608600376,0.0,-0.02312649843869066,0.0,-0.003252116158684071,0.0,-0.0016689414332539117,0.0,0.0017434246943874904,0.0
2015-04-14,0.004521450439464751,0.0,0.007987147836826126,0.0,0.011539660844110665,0.0,0.008197083075268475,0.0,0.005400264562480778,0.0
2015-04-15,-0.007643056392985588,-0.010143056392985588,-0.015602765918808182,-0.018102765918808182,-0.006104273155830575,-0.008604273155830577,-0.006366612418696049,-0.00886661241869605,-0.007680842593179548,-0.01018084259317955
2015-04-16,0.0013615066726365339,-0.0025,0.00643354665083593,-0.0025,0.0016309581785166614,-0.0025000000000000005,0.001379495619913788,-0.0025,0.00017636341163535505,-0.0025000000000000005
2015-04-17,-0.0045287815043596,-0.0070287815043596005,-0.011670277146639397,-0.014170277146639397,-0.0077159141753659795,-0.01021591417536598,-0.00766323809399397,-0.01016323809399397,-0.004693428691341955,-0.007193428691341956
2015-04-20,-0.007788464805786681,-0.0025,-0.009573877661090302,-0.0025,-0.0019282085731513695,-0.0025000000000000005,-0.0009831039579528752,-0.0025,-0.0034842802928061697,-0.0025000000000000005
2015-04-21,-0.015046960421821803,0.0,-0.005159169644849749,0.0,-0.01574318664001725,0.0,-0.013749736952168825,0.0,-0.013998093818807128,0.0
2015-04-22,0.008323543735458627,0.0,0.017416555076572048,0.0,0.0035783221290914486,0.0,0.00836002621590825,0.0,0.011090683476052781,0.0
2015-04-23,0.005090553001522684,0.0,0.005569888988760052,0.0,0.0102823899295446,0.0,0.011270887237320993,0.0,0.007199851377919115,0.0
2015-04-24,-0.0010673371268694724,0.0,-0.01490610046909653,0.0,-0.007563106226491844,0.0,-0.008005084069693594,0.0,-0.009125324655132922,0.0
2015-04-27,0.002876149447483836,0.0003761494474838361,-0.0013082762883347425,-0.0038082762883347426,-0.0005330052393320076,-0.0030330052393320083,0.002266566654909223,-0.00023343334509077704,0.005628257663286018,0.003128257663286018
2015-04-28,-0.0003665741657587593,-0.0003665741657587593,0.008959076651383447,0.008959076651383447,0.001324678083868669,0.001324678083868669,0.005866307111367471,0.005866307111367471,0.004452404155958739,0.004452404155958739
2015-04-29,-0.007578892871303961,-0.007578892871303961,-0.0030719896386114613,-0.0030719896386114613,-0.013865116942531543,-0.013865116942531543,-0.013806517167594113,-0.013806517167594113,-0.013720205549468952,-0.013720205549468952
2015-04-30,0.0037443145652222105,-0.0025,0.005055262629952639,-0.0025,0.0067721970948093745,-0.0025000000000000005,0.004973536957679533,-0.0025,0.00566740630291358,-0.0025000000000000005
2015-05-04,-0.006042431938050178,0.0,-0.002050113675211419,0.0,-0.0035622201076831567,0.0,-0.007042740299182726,0.0,-0.006149571733707749,0.0
2015-05-05,-0.004831542230708144,0.0,-0.002122475017099879,0.0,-0.001649781866246469,0.0,-0.0025638586471430874,0.0,-0.0039367301165659455,0.0
2015-05-06,0.002351916222501532,0.0,-0.0027867309266002,0.0,0.002353497418939688,0.0,0.0009183811073992204,0.0,0.0022852020505534703,0.0
2015-05-07,-0.005491112031552602,-0.007939028698219268,0.013489841121849477,0.010989841121849477,0.012724647262519774,0.010224647262519773,0.004797967968247835,0.0022979679682478354,0.0006358964788849626,-0.0018641035211150376
2015-05-08,-0.006524810221296706,-0.0024999999999999996,0.0012107817300624612,-0.0025,-0.0012987172452650015,-0.0025000000000000005,0.00014310357436982525,-0.0025,-0.0010324386058096044,-0.0025
2015-05-11,-0.028071466155502687,0.0,-0.005874252330985751,0.0,-0.01958177852227664,0.0,-0.02602353842297751,0.0,-0.029064233876422194,0.0
2015-05-12,-0.0035110402361947855,0.0,0.0009703500491437863,0.0,-0.010445056480247584,0.0,-0.004280041103565871,0.0,-0.007827649294410339,0.0
2015-05-13,0.010339648302015012,0.0,0.00614448954988114,0.0,0.0026163691015568258,0.0,0.006379781594954226,0.0,0.007458558992423458,0.0
2015-05-14,-0.004437274389097143,0.0,-0.009956229814021177,0.0,-0.012795552226314656,0.0,-0.008499957398562493,0.0,-0.007791952611578502,0.0
2015-05-15,-0.002021406500163735,0.0,-0.0005506272312463701,0.0,-0.0015208166564972037,0.0,-0.0006541809803738567,0.0,-0.0030721959494336365,0.0
2015-05-18,-0.013994468919530488,0.0,-0.005784640574809186,0.0,-0.009753431398515722,0.0,-0.0089047706135581,0.0,-0.014310811148588204,0.0
2015-05-19,0.00663028000692716,0.0,0.001874254641596562,0.0,-0.0010199649577660507,0.0,0.005280008274055044,0.0,-6.913317144627328e-05,0.0
2015-05-20,0.002477058882888909,0.0,0.009802830375306916,0.0,0.009079991571046686,0.0,0.007481854800302287,0.0,0.006948900571268835,0.0
2015-05-21,-0.0034546631257430013,0.0,-0.006026567933355031,0.0,-0.00808778531268476,0.0,-0.006611180528399064,0.0,-0.004844198245291253,0.0
2015-05-22,0.004053353733030031,0.0,-0.0016715871282847686,0.0,0.006726037038447286,0.0,0.003920858211917478,0.0,0.004084639448108102,0.0
2015-05-25,-0.0006695893777254131,0.0,-0.006395302505627943,0.0,0.0045214639876617665,0.0,0.0026677019680269036,0.0,0.0011610613990260259,0.0
2015-05-26,0.0015205656517464717,0.0,0.0057072281448405935,0.0,0.011524618691440603,0.0,0.005081626294785746,0.0,0.0033694903977810444,0.0
2015-05-27,0.004772750839411214,0.002272750839411214,0.0019245037548240472,-0.0005754962451759529,-0.0007979101911371857,-0.003297910191137186,0.0015073947638367,-0.0009926052361633,0.002095119384516819,-0.00040488061548318117
2015-05-28,0.011195476537850357,0.011195476537850357,0.010725767108272688,0.010725767108272688,0.01282805915804004,0.01282805915804004,0.01043185647465669,0.01043185647465669,0.010161087526358538,0.010161087526358538
2015-05-29,-0.0014470994533346503,-0.0014470994533346503,0.008339446261477802,0.008339446261477802,-0.0064639569981920116,-0.0064639569981920116,-0.004042592751942728,-0.004042592751942728,-0.003965074516372186,-0.003965074516372186
2015-06-01,-0.0013381302081854627,-0.0013381302081854627,-0.00926415862249419,-0.00926415862249419,-0.005966002140913928,-0.005966002140913928,-0.004976542667776295,-0.004976542667776295,4.928910603974783e-06,4.928910603974783e-06
2015-06-02,-0.0013970188966452215,-0.0013970188966452215,0.002327135788984647,0.002327135788984647,0.003744673545926248,0.003744673545926248,0.0014291659833629714,0.0014291659833629714,0.005505079063868841,0.005505079063868841
2015-06-03,-0.004486202673272563,-0.004486202673272563,-0.006053452231956614,-0.006053452231956614,-0.008457088596936403,-0.008457088596936403,-0.00924625434236145,-0.00924625434236145,-0.0009492169106314793,-0.0009492169106314793
2015-06-04,-0.02294946360559837,-0.02294946360559837,-0.017394768389935922,-0.017394768389935922,-0.026278952532711064,-0.026278952532711064,-0.02258373711169947,-0.02258373711169947,-0.01400312953579655,-0.01400312953579655
2015-06-05,-0.006763926708979598,-0.0025000000000000014,7.542426217188613e-05,-0.0025,-0.008432137003250318,-0.0025,-0.00686113796580324,-0.0025,-0.0027596117847564815,-0.0025
2015-06-08,-0.00557578836863857,0.0,-0.00925933902817151,0.0,-0.0075477729188113026,0.0,-0.006554560050210519,0.0,-0.004639058209266861,0.0
2015-06-09,-0.05364881858903745,0.0,-0.0415871462288129,0.0,-0.05331296676697479,0.0,-0.04365193630240679,0.0,-0.04763222262808687,0.0
2015-06-10,0.020542345451108363,0.0,0.01751188366974428,0.0,0.005062514112346151,0.0,0.008809101935140529,0.0,0.01224536138407335,0.0
2015-06-11,0.0014312738088944233,0.0,-0.011900581748432958,0.0,-0.00124869600488553,0.0,-0.0038193865162626872,0.0,-0.003768149309766983,0.0
2015-06-12,0.002545674334583796,0.0,0.00349736236202558,0.0,0.00783545837263091,0.0,0.004453359665773456,0.0,0.007151936187840963,0.0
2015-06-15,-0.0012707535634763646,0.0,-0.004962341013830242,0.0,-0.004959005742570655,0.0,-0.008183581784272215,0.0,-0.005447878220835335,0.0
2015-06-16,-0.006616212218311417,0.0,-0.011147474689432514,0.0,-0.002836029009254093,0.0,-0.006579965271786718,0.0,-0.007474553485970781,0.0
2015-06-17,0.003047712456232542,0.0,-0.029700230300064925,0.0,-0.010868623013716638,0.0,-0.0031931329195399915,0.0,-0.00016841567394511618,0.0
2015-06-18,0.011176326663516737,0.0,0.000629384599091589,0.0,0.0010599038985199213,0.0,0.004245561983083902,0.0,0.00618184712363758,0.0
2015-06-22,0.00635651723082427,0.00385651723082427,0.004839626546055587,0.0023396265460555866,0.005371722439696813,0.0028717224396968125,0.005054829536513461,0.0025548295365134606,3.192704290387306e-05,-0.002468072957096127
2015-06-23,0.0036600570039403662,0.0036600570039403662,-0.02029277980530564,-0.02029277980530564,-0.0010272401904724453,-0.0010272401904724453,0.0011214094155322261,0.0011214094155322261,-0.0013084829022253883,-0.0013084829022253883
2015-06-24,0.00042356000335733884,0.00042356000335733884,-0.00222404700980412,-0.00222404700980412,0.008686071057845801,0.008686071057845801,0.006097524886762584,0.006097524886762584,0.007665023458132303,0.007665023458132303
2015-06-25,0.009157237541216707,0.009157237541216707,0.019919583188992365,0.019919583188992365,0.012055111343329929,0.012055111343329929,0.009568717730706763,0.009568717730706763,0.012547780632385066,0.012547780632385066
2015-06-26,-0.0034925071861779816,-0.0034925071861779816,-0.012575621336663814,-0.012575621336663814,-0.0058944503126774584,-0.0058944503126774584,-0.003739111044774705,-0.003739111044774705,-0.005537468658941715,-0.005537468658941715
2015-06-29,-0.01867266269651718,-0.01867266269651718,-0.004937014479945211,-0.004937014479945211,-0.013857261443530711,-0.013857261443530711,-0.012992949698269815,-0.012992949698269815,-0.010159205054990683,-0.010159205054990683
2015-06-30,0.009015161699321815,-0.0025,0.012546391148086023,-0.0025,0.006840756412234772,-0.0025,0.006171949412931094,-0.0025,0.007298052202472677,-0.0025
2015-07-01,0.008724905315896057,0.0,0.010128543616028,0.0,0.0025494141136912624,0.0,0.004271714137848585,0.0,0.009427409709915348,0.0
2015-07-02,0.0032571334507506713,0.0008086798425032487,0.010307194106789177,0.007807194106789176,0.008053758903064433,0.005553758903064433,0.002166663435855683,-0.0003333365641443177,0.0025055871688290494,5.587168829049305e-06
2015-07-03,-0.0018471170665351514,-0.0018471170665351514,0.011244746843803919,0.011244746843803919,0.00940848429171005,0.00940848429171005,0.007201635645285701,0.007201635645285701,0.007653978546807362,0.007653978546807362
2015-07-06,-0.008973163217804244,-0.008973163217804244,-0.007884457484573958,-0.007884457484573958,-0.011051543674529707,-0.011051543674529707,-0.009653709812228543,-0.009653709812228543,-0.010550709329227987,-0.010550709329227987
2015-07-07,-0.0010760535598359708,-0.0024999999999999996,-0.0038124144254373165,-0.0025,0.002040646309114779,-0.0025000000000000005,0.000832470381014557,-0.0025000000000000005,0.0015393542007726521,-0.0025
2015-07-08,-0.03431394784229927,0.0,-0.025740986052927788,0.0,-0.034066729807003905,0.0,-0.03233964198647538,0.0,-0.03266215645043093,0.0
2015-07-09,-0.00871867768873981,0.0,-0.004050322549929719,0.0,0.0061075625734534405,0.0,-0.0007222207837585576,0.0,-0.0032047050794512593,0.0
2015-07-13,0.014565855510461951,0.0,-0.006769015755541253,0.0,0.006184468293235757,0.0,0.003369269659424368,0.0,0.0006771094727976159,0.0
2015-07-14,-0.0010308448707048309,0.0,0.003634987868619378,0.0,-0.0003829002496476551,0.0,-0.003053242871491239,0.0,0.0005917353912331391,0.0
2015-07-15,-0.003121921283370379,0.0,0.003810640908070018,0.0,0.0019802071025135206,0.0,0.0008349522119848701,0.0,-0.005595472423725252,0.0
2015-07-16,0.00235762306775423,0.0,-0.0032569339247467514,0.0,-0.005979722834533873,0.0,-0.007283267171658369,0.0,-0.005109477436240672,0.0
2015-07-17,-0.003458673057267512,0.0,0.004712174554124893,0.0,0.004909918271476332,0.0,0.00016034986747737209,0.0,-0.0005776950310569574,0.0
2015-07-20,-0.013104060922474972,0.0,-0.011980070567855683,0.0,-0.010012889188819419,0.0,-0.009174248694853497,0.0,-0.004917982991722814,0.0
2015-07-21,-0.008376951397382303,0.0,0.0008319559694118131,0.0,-0.0035417652539429635,0.0,-0.0031536793619310567,0.0,-0.006720157260007903,0.0
2015-07-22,-0.006924315769173376,0.0,0.017228222081509606,0.0,0.00032450608866428903,0.0,-0.002210753074835047,0.0,-0.0013022322192233868,0.0
2015-07-23,-0.01095949956345823,0.0,-0.0028608386280726044,0.0,-0.014271041400117559,0.0,-0.012210467497141489,0.0,-0.01681139164452794,0.0
2015-07-24,-0.010372553940160985,0.0,-0.01159343088263325,0.0,-0.012072105473570561,0.0,-0.010446998047851985,0.0,-0.007412657595885036,0.0
2015-07-27,-0.05302414091194723,0.0,-0.03177159782170609,0.0,-0.03754006325358651,0.0,-0.03432096920034126,0.0,-0.030852932138992355,0.0
2015-07-28,0.006575275301244687,0.0,-0.01975834050118947,0.0,-0.01644602844325467,0.0,-0.0028835072090525023,0.0,-0.006024390098698696,0.0
2015-07-29,-0.0018653949310313532,0.0,0.010098207910072966,0.0,0.0066506041118137415,0.0,0.0010845199492771106,0.0,0.0018647904948127627,0.0
2015-07-30,0.014502615836452102,0.0,0.016238586342630826,0.0,0.011946229809663957,0.0,0.008520740516581634,0.0,0.009032220090159627,0.0
2015-07-31,-0.004212542308226931,0.0,-0.011033570478824785,0.0,0.0009284609576240551,0.0,0.0033012079545318897,0.0,0.0037802391615777797,0.0
2015-08-03,-0.01844716795868049,0.0,-0.032918125737454146,0.0,-0.02041900027471373,0.0,-0.01850039562619579,0.0,-0.014486626283594605,0.0
2015-08-04,-0.01898349842833566,0.0,0.01587194616386429,0.0,0.001062831990124734,0.0,-0.004458646801686757,0.0,-0.013108869119190498,0.0
2015-08-05,0.01929948486166922,0.0,0.01317317294583065,0.0,0.013876590235523047,0.0,0.013088383622281964,0.0,0.012345636094550189,0.0
2015-08-06,-0.0024012586835447155,0.0,0.021988569733407883,0.0,0.0088749545938563,0.0,0.0033797449996830313,0.0,0.0028520545496554858,0.0
2015-08-07,0.006628383455509774,0.0,-0.014951354703191911,0.0,-0.008872383226558611,0.0,-0.000699667877675776,0.0,-0.0010475370373384534,0.0
2015-08-10,0.01588605868316991,0.0,0.021798978141780313,0.0,0.01767852677059919,0.0,0.014233657993729717,0.0,0.015252317327339287,0.0
2015-08-11,-0.0038000075421988685,-0.006194744384304132,-0.022200314982340923,-0.02470031498234092,-0.015580953143277912,-0.01808095314327791,-0.011111437936231254,-0.013611437936231255,-0.010905966006882336,-0.013405966006882337
2015-08-12,-0.009035957416777964,-0.0025000000000000005,-0.015256448680293279,-0.0025,-0.00957159921360762,-0.0025,-0.00831864880671683,-0.0025000000000000005,-0.0052468579680919,-0.0025
2015-08-13,0.007076362958310102,0.0,0.016171586334961456,0.0,0.01282399144878469,0.0,0.011956287534615417,0.0,0.007817393310497227,0.0
2015-08-14,0.001728914962493452,-0.0006679922540013936,-0.003118246512563004,-0.0056182465125630045,-0.0006184714293598684,-0.0031184714293598682,0.006514960393070875,0.004014960393070874,0.006868583368408682,0.004368583368408683
2015-08-17,-0.011169838184264275,-0.0025,0.0035200665767483267,-0.0025,-0.0005894635913336506,-0.0025,0.0004488232418230788,-0.0025000000000000005,-0.002684001195956732,-0.0025
2015-08-18,-0.005082987368992076,0.0,0.016256315757616973,0.0,0.007268006651187378,0.0,0.002382461300524263,0.0,3.57137431438565e-05,0.0
2015-08-19,-0.025304057405010662,0.0,0.00044913860832707103,0.0,-0.012652529986973426,0.0,-0.017008618579515827,0.0,-0.01799248716926281,0.0
2015-08-20,0.0035570204675282576,0.0,0.009624281207144803,0.0,0.0037878972105630185,0.0,0.0006574218212346858,0.0,-0.012536593815343744,0.0
2015-08-21,-0.03584392443455761,0.0,-0.026733611748387974,0.0,-0.03187441043868482,0.0,-0.030189180771334576,0.0,-0.03420150879814516,0.0
2015-08-24,-0.06656863529354384,0.0,-0.08205628079165665,0.0,-0.07986505919083228,0.0,-0.07627536877957553,0.0,-0.07168213446759399,0.0
2015-08-25,0.013226018034239107,0.0,-0.016811969414169205,0.0,-0.00058862037097861,0.0,0.00023558097965118048,0.0,0.012815203785886005,0.0
2015-08-26,0.016465551290491123,0.0,0.021690053955975723,0.0,0.023243250714757326,0.0,0.02032537943190184,0.0,0.01323957834468072,0.0
2015-08-27,0.027298528747589385,0.0,-0.004079553871188236,0.0,0.015933032541541683,0.0,0.02340257316407858,0.0,0.019579290396414324,0.0
2015-08-28,0.024987634590177384,0.0,0.027738125959541594,0.0,0.03128472797596658,0.0,0.03127518468242809,0.0,0.03518664569146217,0.0
2015-08-31,0.010386295984404843,0.007937316392568108,0.02138123177607805,0.01888123177607805,0.019283648599403826,0.016783648599403827,0.012905635041182776,0.010405635041182776,0.01217811919396259,0.00967811919396259
2015-09-01,-0.0007336918295130152,-0.0007336918295130152,-0.020302576179852275,-0.020302576179852275,-0.01570577544648405,-0.01570577544648405,-0.002394838148600411,-0.002394838148600411,-0.0028335192277444523,-0.0028335192277444523
2015-09-02,0.005901498261636664,0.005901498261636664,0.015074956402612362,0.015074956402612362,0.007914189791491756,0.007914189791491756,0.010317738632754092,0.010317738632754092,0.007589590419769688,0.007589590419769688
2015-09-03,0.01737063189236595,0.01737063189236595,-0.005341168784333173,-0.005341168784333173,0.010318759993957326,0.010318759993957326,0.017561376049567957,0.017561376049567957,0.015936209630376598,0.015936209630376598
