date,Full_EW_net,Full_EW_timed_net,TopN5_net,TopN5_timed_net,TopN10_net,TopN10_timed_net,TopN15_net,TopN15_timed_net,TopN20_net,TopN20_timed_net
2014-04-25,-0.032150612477335076,-0.0025,-0.029797634096593664,-0.0025,-0.024559149992184226,-0.0025,-0.02481329600946475,-0.0025,-0.02718117623035493,-0.0025
2014-04-28,-0.0027824352908095273,0.0,-0.000893777865216717,0.0,0.0025873856334479137,0.0,-0.0018046037742560335,0.0,-0.005980387274924693,0.0
2014-04-29,0.013160882023867608,0.0,0.014359743660056191,0.0,0.007717686532291346,0.0,0.005728280134348939,0.0,0.012328435817577194,0.0
2014-04-30,-0.013753603982744568,0.0,-0.015401732465115805,0.0,-0.01934016351679251,0.0,-0.01702446905524589,0.0,-0.015869740384351544,0.0
2014-05-02,0.011786242351044347,0.0,0.002575864928182339,0.0,0.007062122438067342,0.0,0.012172127985732506,0.0,0.010984052924789317,0.0
2014-05-05,0.0028311704684934307,0.00033117046849343067,0.008525907802361954,0.006025907802361953,-0.0020461445258948556,-0.004546144525894856,0.0033854176921266355,0.0008854176921266354,0.0027002926861229293,0.00020029268612292922
2014-05-06,0.0028850295917787596,0.0028850295917787596,0.00845144806625664,0.00845144806625664,0.0008810502896569707,0.0008810502896569707,0.001959597759588154,0.001959597759588154,0.0033376782638320003,0.0033376782638320003
2014-05-07,-0.0004410324007836561,-0.0004410324007836561,0.0020633959729769564,0.0020633959729769564,-0.0001987301223050909,-0.0001987301223050909,0.003301470809305835,0.003301470809305835,0.0007382353134190002,0.0007382353134190002
2014-05-08,0.007294315595471883,0.007294315595471883,0.02285284561194443,0.02285284561194443,0.013004775528800928,0.013004775528800928,0.014045112826971332,0.014045112826971332,0.01113195009264974,0.01113195009264974
2014-05-09,-0.011741208462397313,-0.011741208462397313,-0.021354535488098583,-0.021354535488098583,-0.014673122385362681,-0.014673122385362681,-0.016894645515386858,-0.016894645515386858,-0.01480273946052622,-0.01480273946052622
2014-05-12,-0.013713289914856677,-0.0025,-0.025400445652114547,-0.0025,-0.01977301513638897,-0.0025,-0.012503507801417447,-0.0025,-0.013540686263610125,-0.0025
2014-05-13,-0.013378678523135427,0.0,-0.02510404422264323,0.0,-0.018741435360710837,0.0,-0.01616997730253579,0.0,-0.015171369757461212,0.0
2014-05-14,-0.0014551621927629105,0.0,-0.0045461636213495644,0.0,-0.007389023483090363,0.0,-0.003563146371443667,0.0,-0.005294406504774668,0.0
2014-05-15,0.005926446804215783,0.0,0.002047049464443007,0.0,0.004029304240373455,0.0,0.006378016911860632,0.0,0.007250475147336168,0.0
2014-05-16,-0.0009972101249145003,0.0,0.004021404534517646,0.0,-0.0021737297884745106,0.0,0.0023027545776272457,0.0,0.002166551369156122,0.0
2014-05-19,0.009234328851155741,0.0,0.001689024951412099,0.0,0.0027268695509421125,0.0,0.011719668718908392,0.0,0.006414762077261089,0.0
2014-05-20,0.0001618392590145943,-0.0023381607409854056,0.005588115922949789,0.003088115922949789,0.0017934351214572873,-0.0007065648785427128,-0.0012080827760980887,-0.0037080827760980887,0.00033233735721708874,-0.0021676626427829114
2014-05-21,-0.0022780325131262586,-0.0022780325131262586,-0.009575489645971947,-0.009575489645971947,-0.004618277054037656,-0.004618277054037656,-0.0006964565606761316,-0.0006964565606761316,-0.00236848933604587,-0.00236848933604587
2014-05-22,0.009908347328305372,0.009908347328305372,0.004173769771403935,0.004173769771403935,0.004875428174766005,0.004875428174766005,0.00561321476478324,0.00561321476478324,0.008929633481773242,0.008929633481773242
2014-05-23,0.0060896323036636,0.0060896323036636,0.006058754771717734,0.006058754771717734,0.005165773560220599,0.005165773560220599,0.0006504763839424962,0.0006504763839424962,0.0034578137781540955,0.0034578137781540955
2014-05-26,0.006418006703419684,0.006418006703419684,0.0021487015153200282,0.0021487015153200282,0.008546512542889396,0.008546512542889396,0.006568690161080652,0.006568690161080652,0.00723549197991662,0.00723549197991662
2014-05-27,-3.3165119572676994e-05,-3.3165119572676994e-05,0.003804312215272132,0.003804312215272132,-0.004012250738266532,-0.004012250738266532,-0.0005859035588840962,-0.0005859035588840962,0.0038431850660359933,0.0038431850660359933
2014-05-28,0.0030296587399259774,0.0030296587399259774,0.006928386279852705,0.006928386279852705,0.0029449736090160555,0.0029449736090160555,0.003173435388848496,0.003173435388848496,0.0020295369918187484,0.0020295369918187484
2014-05-29,0.0013426964465707277,0.0013426964465707277,0.014029944435594776,0.014029944435594776,0.0045105950869109065,0.0045105950869109065,0.001486729643733946,0.001486729643733946,0.003953811601497593,0.003953811601497593
2014-05-30,-0.001813538656870007,-0.001813538656870007,0.010958323326744358,0.010958323326744358,-0.004287851139311494,-0.004287851139311494,-0.005122837320374855,-0.005122837320374855,-0.0056295778870201095,-0.0056295778870201095
2014-06-03,0.00037324042209724593,0.00037324042209724593,-0.006384959680766778,-0.006384959680766778,-0.003958598143061087,-0.003958598143061087,-0.004590683048778921,-0.004590683048778921,-0.003440757081405477,-0.003440757081405477
2014-06-04,0.0054153171293038595,0.0054153171293038595,0.01574406532332069,0.01574406532332069,0.005346664879135665,0.005346664879135665,0.004799716931147913,0.004799716931147913,0.0036555012125323917,0.0036555012125323917
2014-06-05,-2.3126887394459396e-05,-2.3126887394459396e-05,-0.0061076934748584,-0.0061076934748584,-0.00483006659667512,-0.00483006659667512,0.0035414508653483986,0.0035414508653483986,0.0019384454534610127,0.0019384454534610127
2014-06-06,0.00543556188019339,0.00543556188019339,0.012086761156234218,0.012086761156234218,0.01180371629687902,0.01180371629687902,0.007110804604186064,0.007110804604186064,0.005767998879357173,0.005767998879357173
2014-06-09,0.006055767233000407,0.006055767233000407,0.003781849681975258,0.003781849681975258,0.006805301918091632,0.006805301918091632,0.005258640298557227,0.005258640298557227,0.006651878228837538,0.006651878228837538
2014-06-10,-0.00045980351523171087,-0.00045980351523171087,0.0150522883163295,0.0150522883163295,0.008634562813374191,0.008634562813374191,0.002913581377105053,0.002913581377105053,0.0014259532363903094,0.0014259532363903094
2014-06-11,0.002902302295763473,0.002902302295763473,0.01391323881904747,0.01391323881904747,0.004157150582124403,0.004157150582124403,0.0026318898676114177,0.0026318898676114177,0.002761090794388521,0.002761090794388521
2014-06-12,0.00541509129918,0.00541509129918,0.010597649360910233,0.010597649360910233,0.008527322285862282,0.008527322285862282,0.007173424037550347,0.007173424037550347,0.006192032545357445,0.006192032545357445
2014-06-13,0.007173607250956702,0.007173607250956702,0.014726705798318428,0.014726705798318428,0.003596732729631158,0.003596732729631158,0.012216642684855198,0.012216642684855198,0.009528038270456842,0.009528038270456842
2014-06-16,0.002940462520335954,0.002940462520335954,0.005056673150905855,0.005056673150905855,2.029982472152598e-05,2.029982472152598e-05,0.0004569633950259368,0.0004569633950259368,0.0005235768507449607,0.0005235768507449607
2014-06-17,0.002582825868707483,0.002582825868707483,0.0051665916530383,0.0051665916530383,0.0020674707625184642,0.0020674707625184642,0.006138467098717711,0.006138467098717711,0.0046248606149829966,0.0046248606149829966
2014-06-18,0.0002150981556603295,0.0002150981556603295,0.004626521843730736,0.004626521843730736,0.0015348934479884509,0.0015348934479884509,-0.0022629633989758183,-0.0022629633989758183,-0.003833387473821115,-0.003833387473821115
2014-06-19,0.004154635456865488,0.004154635456865488,0.002764238146302644,0.002764238146302644,-0.0005985431438797926,-0.0005985431438797926,0.004965195374754528,0.004965195374754528,0.006169303936756965,0.006169303936756965
2014-06-20,-0.005461419487766702,-0.005461419487766702,-0.011733335036789506,-0.011733335036789506,-0.00033800708726854437,-0.00033800708726854437,-0.0035552746551627138,-0.0035552746551627138,-0.003275576142735665,-0.003275576142735665
2014-06-23,-0.01815052011543097,-0.01815052011543097,-0.029176809787096823,-0.029176809787096823,-0.027646866895453245,-0.027646866895453245,-0.021357979743899642,-0.021357979743899642,-0.018372623039552168,-0.018372623039552168
2014-06-24,0.0063420744761522735,-0.0025,0.019223697604615,-0.0025,0.013353384837701944,-0.0025,0.008835179158318203,-0.0025,0.007381475977359719,-0.0025
2014-06-25,0.0031701720263900934,0.0,0.008913259748181402,0.0,0.009050234021046056,0.0,0.007101272105809724,0.0,0.005631800478584304,0.0
2014-06-26,0.008070948523936446,0.0055709485239364455,0.014979555628239072,0.012479555628239072,0.010903813018850317,0.008403813018850317,0.012612950657394399,0.010112950657394398,0.01059988414437023,0.00809988414437023
2014-06-27,0.005898920150737844,0.005898920150737844,0.012999834378121933,0.012999834378121933,0.0020753979400412797,0.0020753979400412797,0.004562240913921368,0.004562240913921368,0.007069917686698196,0.007069917686698196
2014-06-30,0.013295355614090159,0.013295355614090159,0.015556574290166504,0.015556574290166504,0.01364557331971896,0.01364557331971896,0.013937603979007859,0.013937603979007859,0.014880226861367345,0.014880226861367345
2014-07-01,0.0058055691645990965,0.0058055691645990965,0.009471718942163723,0.009471718942163723,0.012033393347203426,0.012033393347203426,0.0027638187877713446,0.0027638187877713446,0.005282236869322632,0.005282236869322632
2014-07-02,-0.010331803419190997,-0.010331803419190997,-0.00636125186131924,-0.00636125186131924,-0.008171247267663207,-0.008171247267663207,-0.007896483115015103,-0.007896483115015103,-0.011273471025451615,-0.011273471025451615
2014-07-03,0.007958414009167393,0.007958414009167393,0.010722458927933864,0.010722458927933864,0.017870152662558546,0.017870152662558546,0.01352628800066494,0.01352628800066494,0.010942330162982966,0.010942330162982966
2014-07-04,-0.003419026279134795,-0.003419026279134795,-0.008251489591197281,-0.008251489591197281,-0.010655139318978359,-0.010655139318978359,-0.004421598218322465,-0.004421598218322465,-0.003463818824389825,-0.003463818824389825
2014-07-07,-0.00121459282691284,-0.00121459282691284,0.0016220544075143286,0.0016220544075143286,0.0022376907440818106,0.0022376907440818106,-0.0032924932494018764,-0.0032924932494018764,-0.0016539601580029158,-0.0016539601580029158
2014-07-08,0.0024918064513015045,0.0024918064513015045,0.0039055635216689753,0.0039055635216689753,0.002498958056671907,0.002498958056671907,-8.590485686744357e-05,-8.590485686744357e-05,-0.000880055632190624,-0.000880055632190624
2014-07-09,-0.0005874488655759642,-0.0005874488655759642,0.008096929865687908,0.008096929865687908,0.0014114854775750588,0.0014114854775750588,-0.001792541247670461,-0.001792541247670461,0.0010565568989206017,0.0010565568989206017
2014-07-10,0.006376183715312926,-0.0025,0.011890959324767003,-0.0025,0.003139997578282705,-0.0025,5.2328109826168374e-05,-0.0025,0.006792623525118458,-0.0025
2014-07-11,-0.021424752327562215,-0.023924752327562214,-0.039534409753852785,-0.04203440975385279,-0.03284236134584351,-0.03534236134584351,-0.03121170886248502,-0.03371170886248502,-0.025062442111648358,-0.027562442111648357
2014-07-14,0.007273107796623534,-0.0025,0.009508343535634301,-0.0025,0.009302652224755705,-0.0025,0.004072440412832567,-0.0025,0.010578083150331501,-0.0025
2014-07-15,0.007593476508350826,0.0,0.016373326316457958,0.0,0.008840494529927046,0.0,0.011057472877451815,0.0,0.0077496305140762065,0.0
2014-07-16,-0.003469588099335514,0.0,-0.006898076656929498,0.0,-0.004988811022637507,0.0,-0.0070881965901862755,0.0,-0.005528653559149072,0.0
2014-07-17,0.0024985617750403985,-1.4382249596016014e-06,0.007636147595664068,0.005136147595664067,0.0020591523435532283,-0.0004408476564467718,0.003048883157173561,0.0005488831571735611,0.0012490575100487353,-0.0012509424899512648
2014-07-18,-0.005049964391423238,-0.0025,-0.004031828012072402,-0.0025,-0.0073015429684456625,-0.0025,-0.006511062782009731,-0.0025,-0.007639988031526624,-0.0025
2014-07-21,0.0011926102970521565,0.0,0.01076485966226788,0.0,0.006783935371816175,0.0,0.002043920501917847,0.0,0.001527572086984336,0.0
2014-07-22,0.0046583615144881645,0.0,0.013900094754035995,0.0,0.009381922406634392,0.0,0.008425889316330207,0.0,0.007896279662664717,0.0
2014-07-24,0.006160872606380687,0.0,0.002231129249812636,0.0,0.0009109519497189857,0.0,-0.00012081095570343572,0.0,0.006312850586671316,0.0
2014-07-25,-0.003276451873747483,-0.0057764518737474825,0.003395287003142,0.0008952870031419999,0.00022646926127242164,-0.0022735307387275784,0.003092129783210725,0.0005921297832107248,-0.0017459387321154434,-0.004245938732115443
2014-07-28,-0.011777896170523732,-0.0025,-0.020700894473527257,-0.0025,-0.014432680302681812,-0.0025,-0.016266322901944845,-0.0025,-0.014543333332959365,-0.0025
2014-07-29,-0.01946674532694318,0.0,-0.019564394425038902,0.0,-0.021307630878143226,0.0,-0.026475186983061248,0.0,-0.025147383251401072,0.0
2014-07-30,0.0025812831176733183,0.0,0.012435381229660659,0.0,0.004953397264429183,0.0,0.00515717101632723,0.0,0.004694016888734737,0.0
2014-07-31,0.0012126259779720464,0.0,-0.0007544718763639934,0.0,-0.0008232661494599559,0.0,-0.00017083768750227914,0.0,0.0003835285015570956,0.0
2014-08-01,-0.0022207918185594457,0.0,0.005139065764341623,0.0,-0.0035232669065581195,0.0,-0.0041456157065053265,0.0,-0.0021614829587481782,0.0
2014-08-04,0.002924116770394512,0.0,-0.006802911977122796,0.0,0.003995067195691227,0.0,0.004780826830933134,0.0,0.003860017619119499,0.0
2014-08-05,0.0037856306633740713,0.0,0.009354970675534612,0.0,0.0024781113296682093,0.0,0.005924967615886464,0.0,0.002674320595503532,0.0
2014-08-06,-0.015059300304426404,0.0,-0.007701893834616948,0.0,-0.01708206961445232,0.0,-0.018937279527566766,0.0,-0.012039895460795485,0.0
2014-08-07,-0.003503603706739137,0.0,-0.006217079462207509,0.0,-0.011139441590906518,0.0,-0.005294416648099879,0.0,-0.004718044245547265,0.0
2014-08-08,-0.009006148148976875,0.0,-0.008607551754887033,0.0,-0.0072612426514783845,0.0,-0.008888079349520265,0.0,-0.006626286056363789,0.0
2014-08-11,0.01749337248696365,0.0,0.015717072815803635,0.0,0.025059876977393983,0.0,0.02619931007265985,0.0,0.022763927051663056,0.0
2014-08-12,0.0020100325794989533,0.0,-6.654474127794135e-05,0.0,-0.0025739785356154957,0.0,-0.00431969192803856,0.0,-0.003310423134419527,0.0
2014-08-13,0.007525346517422257,0.0,-0.0019418462475907726,0.0,0.011442585143008178,0.0,0.009585389964018485,0.0,0.008067680918791242,0.0
2014-08-14,-0.004363944608315455,0.0,-0.0015281834697963735,0.0,-0.001050117944201889,0.0,-0.002733467360244971,0.0,-0.0038912977311931496,0.0
2014-08-15,-0.006166363479197902,-0.008666363479197902,-0.009808645456079514,-0.012308645456079514,-0.0034043914657363567,-0.005904391465736357,-0.007235493004727574,-0.009735493004727574,-0.0075873484605187835,-0.010087348460518784
2014-08-18,-0.022662425325488372,-0.022662425325488372,-0.02443965344121404,-0.02443965344121404,-0.020233501744768824,-0.020233501744768824,-0.026085180784319928,-0.026085180784319928,-0.025789293234121866,-0.025789293234121866
2014-08-19,0.009980185336284572,-0.0025,0.008327179411688946,-0.0025,0.009041263603883465,-0.0025,0.011879834096667694,-0.0025,0.010128708376494105,-0.0025
2014-08-20,-0.002645019186502784,0.0,-0.0012474128604229137,0.0,-0.0052497988932189935,0.0,-0.0052590949669665335,0.0,-0.007258744318807742,0.0
2014-08-21,-0.0045567057329053764,0.0,-0.005860900074912091,0.0,-0.005938043583204922,0.0,-0.005713706136524954,0.0,-0.006595901170161334,0.0
2014-08-22,0.011434445488556573,0.0,0.029445729268887492,0.0,0.016266497290111617,0.0,0.014519945707674394,0.0,0.013354412818144708,0.0
2014-08-25,0.003252090460753414,0.0,0.010547864522202488,0.0,0.0046449916126262035,0.0,0.0031783865629842808,0.0,0.003628899654816864,0.0
2014-08-26,0.012122083693646936,0.009622083693646935,0.01619510554568939,0.01369510554568939,0.009633676629424248,0.007133676629424247,0.008674925530886935,0.006174925530886935,0.011396256030407422,0.008896256030407421
2014-08-27,0.012855172068499662,0.012855172068499662,0.019967085133968457,0.019967085133968457,0.018460101788788062,0.018460101788788062,0.011740544851362961,0.011740544851362961,0.011399356813187185,0.011399356813187185
2014-08-28,-0.0024791705675307686,-0.0024791705675307686,-0.0007042518340160788,-0.0007042518340160788,-0.0004234409124546758,-0.0004234409124546758,0.0014387390893876675,0.0014387390893876675,-0.0013916266583384965,-0.0013916266583384965
2014-08-29,0.007165721173571236,0.007165721173571236,0.00543662814017294,0.00543662814017294,0.006034412584926607,0.006034412584926607,0.008397015672270587,0.008397015672270587,0.006903293589647635,0.006903293589647635
2014-09-01,0.004640610801179872,0.004640610801179872,-0.0005718294800561843,-0.0005718294800561843,-0.0012192372713579532,-0.0012192372713579532,-0.0036024918235388966,-0.0036024918235388966,-0.00025639879988841843,-0.00025639879988841843
2014-09-02,-0.010602293498179457,-0.010602293498179457,-0.011931195346033508,-0.011931195346033508,-0.01072764189593941,-0.01072764189593941,-0.01403299491205373,-0.01403299491205373,-0.014268385568360967,-0.014268385568360967
2014-09-03,-0.0010912278080123614,-0.0010912278080123614,-0.004117441081122997,-0.004117441081122997,0.0024253890121609945,0.0024253890121609945,-0.0026126738862973274,-0.0026126738862973274,-0.002076999881285236,-0.002076999881285236
2014-09-04,-5.8624575356067734e-05,-5.8624575356067734e-05,0.0031569726350578094,0.0031569726350578094,-0.005452492226752582,-0.005452492226752582,-0.002662192783144354,-0.002662192783144354,-0.002233593138673484,-0.002233593138673484
2014-09-05,0.0020330749963912024,-0.0025,0.005022327291830786,-0.0025,0.002345197130060639,-0.0025,0.0020341868742872844,-0.0025000000000000005,0.00044360348003788557,-0.0025
2014-09-09,0.0035839421866491663,0.0010839421866491662,0.018690715720454068,0.01619071572045407,0.005275986706827841,0.002775986706827841,0.005204865904657821,0.0027048659046578208,0.006743146190498062,0.0042431461904980615
2014-09-10,-0.0019401260967212618,-0.0019401260967212618,-0.0034158051891353125,-0.0034158051891353125,-0.007284737249201578,-0.007284737249201578,-0.0051913409511738385,-0.0051913409511738385,-0.00459698393097085,-0.00459698393097085
2014-09-11,0.00041714595365268737,0.00041714595365268737,-0.019587873076610453,-0.019587873076610453,-0.012060678451249696,-0.012060678451249696,-0.0038377209249334174,-0.0038377209249334174,0.0035604936471081428,0.0035604936471081428
2014-09-12,-0.008890211734052147,-0.0025,-0.008096737486598959,-0.0025,-0.012087752222596837,-0.0025,-0.01374505384652424,-0.0025000000000000005,-0.012058220988170604,-0.0025
2014-09-15,-0.003293113851873655,0.0,-0.017398219174654228,0.0,-0.009178714259532107,0.0,-0.007971383896959786,0.0,-0.0035018062289254403,0.0
2014-09-16,-0.007665933831164686,0.0,-0.014142862110263565,0.0,-0.00870214614501541,0.0,-0.010770163247001469,0.0,-0.009234338702782684,0.0
2014-09-17,0.004381572728705495,0.0,0.005227286044988011,0.0,0.0027786572867884774,0.0,0.007341605687347845,0.0,0.006787888766172968,0.0
2014-09-18,0.0020810183796206383,-0.0004189816203793617,-0.0009818938398539645,-0.003481893839853965,0.008797690091056676,0.006297690091056676,0.00868862642232092,0.006188626422320919,0.0043177238098444865,0.0018177238098444864
2014-09-19,0.006029344331886014,0.006029344331886014,0.004362270297791283,0.004362270297791283,-0.0004354067307305589,-0.0004354067307305589,-0.0011965041058947874,-0.0011965041058947874,0.004267256544086501,0.004267256544086501
2014-09-22,-0.0042602132574352,-0.0042602132574352,-0.0019681228606177603,-0.0019681228606177603,-0.005114868919872439,-0.005114868919872439,-0.008097785861489208,-0.008097785861489208,-0.007784944348196004,-0.007784944348196004
2014-09-23,-0.004661560257679703,-0.004661560257679703,0.0026897716252215938,0.0026897716252215938,-0.0007739969047707573,-0.0007739969047707573,-0.0017534877629117244,-0.0017534877629117244,-0.003096606822345893,-0.003096606822345893
2014-09-24,0.0004584714453333968,-0.0025,-0.004140970449606885,-0.0025,-0.003077767252437103,-0.0025,-0.0028011988461873615,-0.0025000000000000005,-0.0018209635876261952,-0.0025
2014-09-25,-0.012847042084713265,0.0,-0.014543785320158233,0.0,-0.012251376182309348,0.0,-0.01361927291697269,0.0,-0.014706669264225609,0.0
2014-09-26,-0.005768208633402177,0.0,-0.0021376867959405745,0.0,-0.0038466048274914183,0.0,-0.003361327817861729,0.0,-0.00407994757640039,0.0
2014-09-29,0.004892412731106172,0.0,0.004438572260929475,0.0,0.006225537658933911,0.0,0.007316562686094789,0.0,0.006297438194657839,0.0
2014-09-30,0.001514957990698706,0.0,0.0029440696506861873,0.0,0.0007358715234190402,0.0,0.00013222909862622436,0.0,0.0010356772209278997,0.0
2014-10-01,-2.4990330934520824e-05,0.0,-0.0016466630393845653,0.0,0.003219344777264211,0.0,0.0033317897225786748,0.0,0.0016568061124191905,0.0
2014-10-02,0.00615217018290837,0.0,-0.0019467176787716814,0.0,0.0060247647392812735,0.0,0.009250609366629204,0.0,0.009190674298997724,0.0
2014-10-03,0.006410320038392153,0.0,0.012985305000446035,0.0,0.007820843025262049,0.0,0.007011069271838262,0.0,0.00833622874395621,0.0
2014-10-06,0.0011149351436490435,-0.0013850648563509566,-1.6183002426006787e-05,-0.002516183002426007,0.001416805189253989,-0.0010831948107460116,-0.00015333190338942732,-0.0026533319033894276,0.0015785858338512651,-0.0009214141661487349
2014-10-07,-0.009798222157489536,-0.009798222157489536,-0.010638143746462903,-0.010638143746462903,-0.017021505904307767,-0.017021505904307767,-0.011837350078920979,-0.011837350078920979,-0.012043676380606333,-0.012043676380606333
2014-10-08,-0.00902821788176605,-0.0025,-0.008461827909574615,-0.0025,-0.008423496770889705,-0.0025000000000000005,-0.010105854448717425,-0.0025,-0.010778418726443507,-0.0025
2014-10-09,-0.008146036928123868,0.0,-0.0018371838707616829,0.0,-0.012601657023671286,0.0,-0.010323582216328883,0.0,-0.010644104517264748,0.0
2014-10-13,-0.04037216193064463,0.0,-0.05308323834438347,0.0,-0.05330416570651169,0.0,-0.04995758261468467,0.0,-0.04604786280943328,0.0
2014-10-14,-0.0039269142567984585,0.0,-0.029724957628635584,0.0,-0.0070876974147614175,0.0,-0.0059606003991041386,0.0,-0.003464651581555595,0.0
2014-10-15,-0.01740345745524068,0.0,-0.02402790997670308,0.0,-0.01705133082278465,0.0,-0.0203417610776006,0.0,-0.017874502666196373,0.0
2014-10-16,-0.012238669559220297,0.0,-0.02273216423801754,0.0,-0.01917651020582828,0.0,-0.018005050739550832,0.0,-0.012679445425971225,0.0
2014-10-17,-0.01945941780172799,0.0,-0.007412674530626329,0.0,-0.01602578824293407,0.0,-0.01760476740083489,0.0,-0.016280219764120786,0.0
2014-10-20,0.018580704963898926,0.0,0.032994475828915217,0.0,0.03370325072433513,0.0,0.02671885354026305,0.0,0.022606432853007296,0.0
2014-10-21,-0.00046252833396026604,0.0,-0.005667894344937153,0.0,-0.005614709413739528,0.0,-0.00349486173677828,0.0,-0.0027030554420801214,0.0
2014-10-22,0.011477450400449854,0.0,0.010226789993652164,0.0,0.011504687590333053,0.0,0.011837966682667322,0.0,0.010761259577695399,0.0
2014-10-23,-0.00927152671542476,0.0,-0.012419711484616468,0.0,-0.010401168353004399,0.0,-0.009797678500328295,0.0,-0.009265887558845987,0.0
2014-10-24,-0.01042888652731436,0.0,-0.0075946991787658735,0.0,-0.00834066115714055,0.0,-0.008060823715729101,0.0,-0.007091603037477707,0.0
2014-10-27,-0.02991086875780894,0.0,-0.0260807390299471,0.0,-0.03794085836731312,0.0,-0.034957465905994786,0.0,-0.031092114962609635,0.0
2014-10-28,0.020653884715633737,0.0,0.022470459057409364,0.0,0.02638356456318902,0.0,0.021807694274657508,0.0,0.021407096528547043,0.0
2014-10-29,0.021047642173656955,0.0,0.02067817534578094,0.0,0.024014861046612903,0.0,0.025726888619936508,0.0,0.022875065371322244,0.0
2014-10-30,-0.001246672946886998,-0.003746672946886998,-0.011005847003372971,-0.013505847003372972,-0.004805829066076638,-0.007305829066076639,-0.00526830630125441,-0.0077683063012544094,-0.002660060720101131,-0.005160060720101131
2014-10-31,0.007640739089349951,0.007640739089349951,0.013800961646995846,0.013800961646995846,0.009543615868634359,0.009543615868634359,0.009176199759324311,0.009176199759324311,0.007312732510832648,0.007312732510832648
2014-11-03,0.011861838874917296,0.011861838874917296,0.016851947985447112,0.016851947985447112,0.016085284322763304,0.016085284322763304,0.011367638602177984,0.011367638602177984,0.013447745978720177,0.013447745978720177
2014-11-04,-0.00018894276566506964,-0.00018894276566506964,-0.004861052836194557,-0.004861052836194557,0.004338907920859981,0.004338907920859981,0.0019840063541459504,0.0019840063541459504,0.0024523839120187524,0.0024523839120187524
2014-11-05,0.000873371680834574,0.000873371680834574,-0.006153030958224148,-0.006153030958224148,-0.007610617424283882,-0.007610617424283882,-0.004952038733320233,-0.004952038733320233,-0.0007353650484990757,-0.0007353650484990757
2014-11-06,-0.00902775568724711,-0.00902775568724711,-0.010667514468442007,-0.010667514468442007,-0.009181440649734939,-0.009181440649734939,-0.007806643893957932,-0.007806643893957932,-0.008400894334162714,-0.008400894334162714
2014-11-07,0.010281733341325964,-0.0025,0.0106161351408272,-0.0025,0.0145751552998165,-0.0025,0.009992509413674681,-0.0025,0.012317175077268499,-0.0025
2014-11-10,0.0046869403864008615,0.0021869403864008615,0.0033216224700554735,0.0008216224700554734,0.0001924261946323778,-0.0023075738053676222,0.0062305796516885685,0.0037305796516885685,0.004856062990617838,0.002356062990617838
2014-11-11,-0.001898365929789114,-0.001898365929789114,-0.007768095497747951,-0.007768095497747951,-0.0029498783522560077,-0.0029498783522560077,-0.005581374709401958,-0.005581374709401958,-0.004261009846305041,-0.004261009846305041
2014-11-12,-0.003893464782746668,-0.003893464782746668,-0.007456871084901962,-0.007456871084901962,-0.0027097978548656916,-0.0027097978548656916,-0.00595517137671105,-0.00595517137671105,-0.004976355612305022,-0.004976355612305022
2014-11-13,-0.0013129426134843288,-0.0013129426134843288,-0.0018253002066606957,-0.0018253002066606957,-0.004814686383210953,-0.004814686383210953,-0.0032409241466806312,-0.0032409241466806312,-0.001604995636049361,-0.001604995636049361
2014-11-14,0.003483883012753101,0.003483883012753101,-0.0012273703211818086,-0.0012273703211818086,0.0013603739027750138,0.0013603739027750138,0.004226452870522353,0.004226452870522353,0.004610981505379142,0.004610981505379142
2014-11-17,-0.008553119371955605,-0.008553119371955605,-0.013860565900581736,-0.013860565900581736,-0.01549274925050046,-0.01549274925050046,-0.00931307116663355,-0.00931307116663355,-0.007575700608429931,-0.007575700608429931
2014-11-18,-0.012653418377649286,-0.0025,-0.01619966188703157,-0.0025,-0.014351346488475717,-0.0025,-0.01192259564740396,-0.0025,-0.014077261337387922,-0.0025
2014-11-19,0.002390590766502404,0.0,0.003756267838549832,0.0,0.004958589028746641,0.0,0.0007856817194590896,0.0,0.0016577959335581484,0.0
2014-11-20,0.013045643222259831,0.0,0.017437455995090813,0.0,0.02393553386122727,0.0,0.01770884591295494,0.0,0.016062201617680818,0.0
2014-11-21,0.005719014096533461,0.0032190140965334606,0.0024767952432337877,-2.320475676621239e-05,0.0023689274030272104,-0.00013107259697278965,0.007602688900988357,0.005102688900988356,0.007493680004593956,0.004993680004593956
2014-11-24,0.005960667834110211,0.005960667834110211,0.0030609176797603108,0.0030609176797603108,0.0023348930628823926,0.0023348930628823926,0.009339753147834116,0.009339753147834116,0.008877066639835526,0.008877066639835526
2014-11-25,0.006512599486183196,0.006512599486183196,-0.0021957539132754444,-0.0021957539132754444,0.007846604152090242,0.007846604152090242,0.01539023666908123,0.01539023666908123,0.011442861058173942,0.011442861058173942
2014-11-26,0.003990266902887327,0.003990266902887327,0.008900785396368183,0.008900785396368183,0.015616347627059246,0.015616347627059246,0.00902301638700366,0.00902301638700366,0.0053277215907699795,0.0053277215907699795
2014-11-27,0.0012526444178685326,0.0012526444178685326,0.004330022351186069,0.004330022351186069,0.00345733642126036,0.00345733642126036,0.0018488008647373389,0.0018488008647373389,0.0016771193905189712,0.0016771193905189712
2014-11-28,-0.000669145019775941,-0.000669145019775941,-0.008287698155257539,-0.008287698155257539,0.0012084380967523286,0.0012084380967523286,0.0007763986021404567,0.0007763986021404567,-0.0003356347898269778,-0.0003356347898269778
