date,Full_EW,Full_EW_timed,ratio_no_filter_N10,ratio_no_filter_N10_timed,ratio_no_filter_N15,ratio_no_filter_N15_timed,ratio_no_filter_N20,ratio_no_filter_N20_timed,ratio_top70%_N10,ratio_top70%_N10_timed,ratio_top70%_N15,ratio_top70%_N15_timed,ratio_top70%_N20,ratio_top70%_N20_timed,ratio_top50%_N10,ratio_top50%_N10_timed,ratio_top50%_N15,ratio_top50%_N15_timed,ratio_top50%_N20,ratio_top50%_N20_timed,ratio_top30%_N10,ratio_top30%_N10_timed,ratio_top30%_N15,ratio_top30%_N15_timed,ratio_top30%_N20,ratio_top30%_N20_timed,pure_mc_no_filter_N10,pure_mc_no_filter_N10_timed,pure_mc_no_filter_N15,pure_mc_no_filter_N15_timed,pure_mc_no_filter_N20,pure_mc_no_filter_N20_timed
2016-02-16,0.011455053770074775,0.011455053770074775,0.004150922413500247,0.004150922413500247,0.006730481465206079,0.006730481465206079,0.01197241385457895,0.01197241385457895,0.015886025159435036,0.015886025159435036,0.014401935511915176,0.014401935511915176,0.015178055657640958,0.015178055657640958,0.015132344239596097,0.015132344239596097,0.015679180969234197,0.015679180969234197,0.014793302415109563,0.014793302415109563,0.019715852804477744,0.019715852804477744,0.017646160014021618,0.017646160014021618,0.017646160014021618,0.017646160014021618,0.01911514260826741,0.01911514260826741,0.017828424970508527,0.017828424970508527,0.01652601446064315,0.01652601446064315
2016-02-17,0.008271025150354546,0.008271025150354546,0.011116831370517378,0.011116831370517378,0.007816645249129039,0.007816645249129039,0.014743230296689828,0.014743230296689828,0.003512175548176977,0.003512175548176977,0.005952384305471537,0.005952384305471537,0.007223745702632877,0.007223745702632877,0.007751505589021745,0.007751505589021745,0.007679278098237681,0.007679278098237681,0.006968239479336808,0.006968239479336808,0.008200970255683539,0.008200970255683539,0.008147713840959228,0.008147713840959228,0.008147713840959228,0.008147713840959228,-0.00028978067003847534,-0.00028978067003847534,0.0032962453566753353,0.0032962453566753353,0.003874170379432707,0.003874170379432707
2016-02-18,0.010617579493232316,0.010617579493232316,0.010709133752179401,0.010709133752179401,0.010897288574595465,0.010897288574595465,0.014314373770567363,0.014314373770567363,0.009432524253668952,0.009432524253668952,0.008696459266703808,0.008696459266703808,0.006776049769706759,0.006776049769706759,0.008139839481271517,0.008139839481271517,0.006685019904206565,0.006685019904206565,0.0077232872518128055,0.0077232872518128055,0.004041225095734446,0.004041225095734446,0.0027128087323654753,0.0027128087323654753,0.0027128087323654753,0.0027128087323654753,0.008785290119117072,0.008785290119117072,0.006954383902645725,0.006954383902645725,0.00487300759385979,0.00487300759385979
2016-02-19,0.003336037060535828,0.003336037060535828,-0.010869095805838934,-0.010869095805838934,-0.004956631172992803,-0.004956631172992803,0.004187485468047753,0.004187485468047753,0.00557238252149056,0.00557238252149056,0.009906975244217433,0.009906975244217433,0.009960167143938874,0.009960167143938874,0.008746551241895339,0.008746551241895339,0.009207770851672948,0.009207770851672948,0.009706052327691405,0.009706052327691405,0.013194678879772347,0.013194678879772347,0.01182064824139445,0.01182064824139445,0.01182064824139445,0.01182064824139445,0.00848986157469267,0.00848986157469267,0.011462051245422301,0.011462051245422301,0.009137899983358743,0.009137899983358743
2016-02-22,0.005552990030015731,0.005552990030015731,-0.012507971943107998,-0.012507971943107998,-0.001152570017110947,-0.001152570017110947,-0.00021723392152008273,-0.00021723392152008273,0.005377046686001497,0.005377046686001497,0.007001345643030144,0.007001345643030144,0.0059942883523672,0.0059942883523672,0.008233903522442788,0.008233903522442788,0.007850828930416637,0.007850828930416637,0.003437884196913011,0.003437884196913011,0.006627829343547553,0.006627829343547553,0.004379400269949744,0.004379400269949744,0.004379400269949744,0.004379400269949744,-0.0039297629913386915,-0.0039297629913386915,-0.002168357156098614,-0.002168357156098614,0.0027317078307301733,0.0027317078307301733
2016-02-23,0.00964367856251858,0.00964367856251858,0.017250283924504495,0.017250283924504495,0.015527313586390094,0.015527313586390094,0.020295063615490643,0.020295063615490643,0.016798158910660187,0.016798158910660187,0.013568303526739989,0.013568303526739989,0.009333758529453258,0.009333758529453258,0.008624172375843609,0.008624172375843609,0.006100503947661647,0.006100503947661647,0.005854879012597159,0.005854879012597159,-0.0004086320342826411,-0.0004086320342826411,0.000614876907066964,0.000614876907066964,0.000614876907066964,0.000614876907066964,-0.0040091627052227805,-0.0040091627052227805,-0.0035752699161544,-0.0035752699161544,-0.002672102654463793,-0.002672102654463793
2016-02-24,-0.004269005515163565,-0.004269005515163565,-0.011548470523798905,-0.011548470523798905,-0.009240250839194893,-0.009240250839194893,-0.008951352718638061,-0.008951352718638061,-0.009394269553499424,-0.009394269553499424,-0.007480554121494553,-0.007480554121494553,-0.007549208697608196,-0.007549208697608196,-0.004524017185920027,-0.004524017185920027,-0.005871559087059261,-0.005871559087059261,-0.007305043484833302,-0.007305043484833302,-0.00540092643149035,-0.00540092643149035,-0.005754606246881529,-0.005754606246881529,-0.005754606246881529,-0.005754606246881529,-0.004199558073812615,-0.004199558073812615,-0.001957333477630948,-0.001957333477630948,-0.005514846307774929,-0.005514846307774929
2016-02-25,0.00501568112600276,0.00501568112600276,0.004533924301179238,0.004533924301179238,0.0019285858255732847,0.0019285858255732847,0.0053402764742707335,0.0053402764742707335,0.009430097862221386,0.009430097862221386,0.006417143104806337,0.006417143104806337,0.006634491203113596,0.006634491203113596,0.004685656395592097,0.004685656395592097,0.005033151572545254,0.005033151572545254,0.006986971716566332,0.006986971716566332,0.0052710073448048785,0.0052710073448048785,0.008138218275778855,0.008138218275778855,0.008138218275778855,0.008138218275778855,0.004449594381100109,0.004449594381100109,0.007328676769750879,0.007328676769750879,0.007941938083235412,0.007941938083235412
2016-02-26,0.008495951648216678,0.008495951648216678,0.013925929409561355,0.013925929409561355,0.012670258021122654,0.012670258021122654,0.013984551845372773,0.013984551845372773,0.008367372357903314,0.008367372357903314,0.010400759221508758,0.010400759221508758,0.008904411083538108,0.008904411083538108,0.013208433151194313,0.013208433151194313,0.011648462576435214,0.011648462576435214,0.011075690924598565,0.011075690924598565,0.013048612613435573,0.013048612613435573,0.013228114491483218,0.013228114491483218,0.013228114491483218,0.013228114491483218,0.020163977621618926,0.020163977621618926,0.018729425967977657,0.018729425967977657,0.017175469409377926,0.017175469409377926
2016-03-01,0.01051666527234625,0.01051666527234625,0.011554583986297797,0.011554583986297797,0.008756646402076672,0.008756646402076672,0.005652355686497109,0.005652355686497109,0.010487457544510772,0.010487457544510772,0.0030383800771658213,0.0030383800771658213,0.004672481218835841,0.004672481218835841,0.01275877124794076,0.01275877124794076,0.015317659320835019,0.015317659320835019,0.018684026144536247,0.018684026144536247,0.009934161104275441,0.009934161104275441,0.016682686120782792,0.016682686120782792,0.016682686120782792,0.016682686120782792,0.016974149887120395,0.016974149887120395,0.016987780392347773,0.016987780392347773,0.01644102492534823,0.01644102492534823
2016-03-02,0.008145243572120908,0.008145243572120908,0.011641757635740636,0.011641757635740636,0.011303288221151044,0.011303288221151044,0.009121486326296155,0.009121486326296155,0.003219670811524967,0.003219670811524967,0.002411815081410329,0.002411815081410329,0.0067480249369016925,0.0067480249369016925,0.003918017801045415,0.003918017801045415,0.00655796690111432,0.00655796690111432,0.006643662230366346,0.006643662230366346,0.01434120816292186,0.01434120816292186,0.01148804383947191,0.01148804383947191,0.01148804383947191,0.01148804383947191,0.003931983493498093,0.003931983493498093,0.006541762135041702,0.006541762135041702,0.006783074044247189,0.006783074044247189
2016-03-03,0.0024117074155563683,0.0024117074155563683,0.00011871013983711905,0.00011871013983711905,0.004606732040157446,0.004606732040157446,0.003000441515961178,0.003000441515961178,0.004119593806943422,0.004119593806943422,0.0031129551458456417,0.0031129551458456417,0.005896517688352554,0.005896517688352554,0.006279257672489647,0.006279257672489647,0.0011046129516057246,0.0011046129516057246,-0.0004909983228382235,-0.0004909983228382235,-0.002009665226046664,-0.002009665226046664,-0.0033065854328995503,-0.0033065854328995503,-0.0033065854328995503,-0.0033065854328995503,-0.0016100173834726278,-0.0016100173834726278,-0.0026100738530391667,-0.0026100738530391667,0.003339815584606255,0.003339815584606255
2016-03-04,0.011047559834824418,0.011047559834824418,0.005215689919419909,0.005215689919419909,0.015389740648413874,0.015389740648413874,0.014850355677174815,0.014850355677174815,0.014457567755568047,0.014457567755568047,0.013160303394174021,0.013160303394174021,0.01380915131390822,0.01380915131390822,0.016725542198120183,0.016725542198120183,0.013627379891566534,0.013627379891566534,0.011905549488622868,0.011905549488622868,0.009949608697575673,0.009949608697575673,0.006515380894788498,0.006515380894788498,0.006515380894788498,0.006515380894788498,-0.008444524314700186,-0.008444524314700186,-0.007102296725562855,-0.007102296725562855,-0.0021762006087397375,-0.0021762006087397375
2016-03-07,0.00492770937357895,0.00492770937357895,0.010792154468014827,0.010792154468014827,0.004605120190645407,0.004605120190645407,0.0025479674396600145,0.0025479674396600145,-9.642793584392357e-05,-9.642793584392357e-05,-0.0016016551386297394,-0.0016016551386297394,-0.003228331977912358,-0.003228331977912358,-0.0011747449872892336,-0.0011747449872892336,-0.001311743187653857,-0.001311743187653857,-0.002060953075884357,-0.002060953075884357,-0.0008718492891420906,-0.0008718492891420906,-0.002305301832972386,-0.002305301832972386,-0.002305301832972386,-0.002305301832972386,-0.0018198133699297017,-0.0018198133699297017,0.0009507164652357827,0.0009507164652357827,0.004857826950113115,0.004857826950113115
2016-03-08,0.003841839483054625,0.003841839483054625,-0.012557573130482481,-0.012557573130482481,-0.006228438744574655,-0.006228438744574655,0.0010220515982465874,0.0010220515982465874,0.004597413640528992,0.004597413640528992,0.0037566250224507474,0.0037566250224507474,0.002368459691050962,0.002368459691050962,-0.0017526098606279183,-0.0017526098606279183,-0.0031860583985585593,-0.0031860583985585593,-0.0035968308170740934,-0.0035968308170740934,-0.0033338843513372354,-0.0033338843513372354,-0.004097564327277184,-0.004097564327277184,-0.004097564327277184,-0.004097564327277184,0.00014069689016250626,0.00014069689016250626,-0.0021045339311750967,-0.0021045339311750967,0.00038552196788762606,0.00038552196788762606
2016-03-09,-0.003743425134816979,-0.003743425134816979,-0.006418857539514367,-0.006418857539514367,-0.0067913668325683355,-0.0067913668325683355,-0.006658485717098129,-0.006658485717098129,-0.00886505114066034,-0.00886505114066034,-0.00819111021595021,-0.00819111021595021,-0.006316809526249072,-0.006316809526249072,-0.009637286271652612,-0.009637286271652612,-0.0072715638553880755,-0.0072715638553880755,-0.004899887434391888,-0.004899887434391888,-0.005726826603984659,-0.005726826603984659,-0.0027010455183415025,-0.0027010455183415025,-0.0027010455183415025,-0.0027010455183415025,-0.0028011931280754964,-0.0028011931280754964,-0.0030768372529446377,-0.0030768372529446377,-0.0041901353753468484,-0.0041901353753468484
2016-03-10,0.004704042231351312,0.004704042231351312,-0.004399783611017516,-0.004399783611017516,0.0008629035187545609,0.0008629035187545609,0.0037331843787884907,0.0037331843787884907,0.007244053917720096,0.007244053917720096,0.01078748717904392,0.01078748717904392,0.010627532273123486,0.010627532273123486,0.01064317414422742,0.01064317414422742,0.009728339013173989,0.009728339013173989,0.006792180078033937,0.006792180078033937,0.009869124148295329,0.009869124148295329,0.007388207050741261,0.007388207050741261,0.007388207050741261,0.007388207050741261,0.0007040863924537286,0.0007040863924537286,0.0020587702719036503,0.0020587702719036503,0.006789942704653364,0.006789942704653364
2016-03-11,0.007680105874396965,0.007680105874396965,0.014954269246240461,0.014954269246240461,0.009586343907837058,0.009586343907837058,0.005524487085388902,0.005524487085388902,-0.0008060286581454631,-0.0008060286581454631,0.005204574412660839,0.005204574412660839,0.013477809499095276,0.013477809499095276,-0.0020160394386739113,-0.0020160394386739113,0.0002541006843228931,0.0002541006843228931,0.0033815246076003102,0.0033815246076003102,0.0003447396103156143,0.0003447396103156143,0.003728841450154775,0.003728841450154775,0.003728841450154775,0.003728841450154775,0.005670946292229529,0.005670946292229529,0.004492026278227763,0.004492026278227763,0.004250174930882178,0.004250174930882178
2016-03-14,0.012060372080877001,0.012060372080877001,0.004762273765548287,0.004762273765548287,0.0035948222158419525,0.0035948222158419525,0.002666279643677022,0.002666279643677022,-0.0026264665775068714,-0.0026264665775068714,0.0019039649732143903,0.0019039649732143903,0.01311274595839972,0.01311274595839972,0.006538933852009488,0.006538933852009488,0.007058999547018815,0.007058999547018815,0.006695084005227493,0.006695084005227493,0.008416758556711191,0.008416758556711191,0.005836931589290079,0.005836931589290079,0.005836931589290079,0.005836931589290079,0.0008802465523052082,0.0008802465523052082,0.001753231672805263,0.001753231672805263,0.0020943536639164094,0.0020943536639164094
2016-03-15,-0.017686422778392396,-0.017686422778392396,-0.008588343325361103,-0.008588343325361103,-0.010972940646470452,-0.010972940646470452,-0.009038858989040615,-0.009038858989040615,-0.012378582865603149,-0.012378582865603149,-0.0069855200710669495,-0.0069855200710669495,-0.00903035115213191,-0.00903035115213191,-0.011553541835738769,-0.011553541835738769,-0.0177818390022473,-0.0177818390022473,-0.018337079218779334,-0.018337079218779334,-0.017652845531106763,-0.017652845531106763,-0.019255461677004166,-0.019255461677004166,-0.019255461677004166,-0.019255461677004166,-0.016038453329162417,-0.016038453329162417,-0.013480540584812028,-0.013480540584812028,-0.018963832838128712,-0.018963832838128712
2016-03-16,0.015108149525608532,-0.0024999999999999996,0.007810531763804829,-0.0025,0.015524008812153375,-0.0025,0.013445413519071392,-0.0025,0.022369577531494513,-0.0025,0.024235218293373606,-0.0025,0.01990630157382762,-0.0025000000000000005,0.018857022862870502,-0.0025,0.01828715460925965,-0.0025000000000000005,0.018157873407465917,-0.0025,0.014037967796268938,-0.0025000000000000005,0.014866874304241865,-0.0025,0.014866874304241865,-0.0025,0.014468608124007121,-0.0025,0.012340788785833097,-0.0025,0.015279150828051346,-0.0025000000000000005
2016-03-17,-0.0005889837397896356,-0.003088983739789636,0.00198736283689267,-0.00051263716310733,0.010462898636438508,0.007962898636438507,0.005261063094373847,0.002761063094373847,-0.0015769457945478903,-0.00407694579454789,-0.0014704695976874185,-0.0039704695976874186,-0.0008481307552216099,-0.0033481307552216105,0.0033320769525889363,0.0008320769525889363,0.0049076216545754035,0.002407621654575403,0.004306628074910287,0.001806628074910287,0.004546955817710575,0.002046955817710574,0.0049275845076735365,0.0024275845076735364,0.0049275845076735365,0.0024275845076735364,0.006109157247482822,0.003609157247482822,0.0046252791481861495,0.0021252791481861494,0.0014055700218818577,-0.0010944299781181427
2016-03-18,0.012323403524205403,-0.0025,0.014682637359533502,-0.0025,0.02686763329679338,-0.0025,0.025816889389634765,-0.0025,0.017325707497552457,-0.0025,0.015565173408099167,-0.0025,0.011434202681632043,-0.0025000000000000005,0.012843185749140684,-0.0025,0.012279230508917313,-0.0025000000000000005,0.009703406292736033,-0.0025,0.00684289598569542,-0.0025000000000000005,0.005501367373506686,-0.0025,0.005501367373506686,-0.0025,0.009451637903347932,-0.0025,0.007594224534704242,-0.0025,0.008148244425161084,-0.0025000000000000005
2016-03-21,0.003688325301651303,0.0012393457098145684,0.013083192834241286,0.010583192834241285,0.021840556045410502,0.019340556045410504,0.01874371137830945,0.01624371137830945,0.0011343272741169866,-0.0013656727258830135,-0.002213350436921435,-0.004713350436921435,-0.0023611346322889087,-0.004861134632288909,0.001766121328521886,-0.0007338786714781141,0.0036797446413830166,0.001179744641383016,0.003800514187408419,0.001300514187408419,0.0004947890057542816,-0.002005210994245719,-0.0006444391135622672,-0.0031444391135622674,-0.0006444391135622672,-0.0031444391135622674,-0.0006164934755681583,-0.0031164934755681583,-8.595469346475124e-05,-0.0025859546934647515,0.00237919753510526,-0.00012080246489474047
2016-03-22,-0.0030292084261414874,-0.0030292084261414874,-0.008367113476681787,-0.008367113476681787,-0.003412264092520186,-0.003412264092520186,-0.0016415358991265284,-0.0016415358991265284,0.0011434414395125269,0.0011434414395125269,-0.0004933890256527686,-0.0004933890256527686,-0.0010482437502474019,-0.0010482437502474019,0.004142426304776514,0.004142426304776514,0.002234391527280192,0.002234391527280192,-0.00044759216702864994,-0.00044759216702864994,0.00043476257041203943,0.00043476257041203943,-0.001508094550069061,-0.001508094550069061,-0.001508094550069061,-0.001508094550069061,-0.012356905815634835,-0.012356905815634835,-0.006904284550846663,-0.006904284550846663,-0.005268853652510869,-0.005268853652510869
2016-03-23,-0.0041261110834422635,-0.0041261110834422635,0.00779256267968973,0.00779256267968973,0.0010014091887292627,0.0010014091887292627,-0.0023857407957732224,-0.0023857407957732224,-0.008698648143879096,-0.008698648143879096,-0.0046865234513446,-0.0046865234513446,-0.005498824696881011,-0.005498824696881011,-0.013874644193129284,-0.013874644193129284,-0.009508434334356929,-0.009508434334356929,-0.008897628294265283,-0.008897628294265283,-0.006938911081190691,-0.006938911081190691,-0.00832702579735762,-0.00832702579735762,-0.00832702579735762,-0.00832702579735762,-0.010631792273263252,-0.010631792273263252,-0.010870480125869678,-0.010870480125869678,-0.006585881052263615,-0.006585881052263615
2016-03-24,-0.0038235511656010235,-0.0025,0.010399492958969782,-0.0025,0.003565573098465495,-0.0025,0.0007386355694569639,-0.0025,-0.005868131043078784,-0.0025,-0.004395254976237591,-0.0025,-0.004084586459018064,-0.0025000000000000005,-0.006577092090170156,-0.0025,-0.006153975599901577,-0.0025000000000000005,-0.005387236709084802,-0.0025,-0.008012353401778038,-0.0025000000000000005,-0.006794663616359275,-0.0025,-0.006794663616359275,-0.0025,-0.0008683260768939552,-0.0025,-0.002977854009848631,-0.0025,-0.00199967472855363,-0.0025000000000000005
2016-03-25,-0.0014541272920898555,0.0,-0.009086127567587777,0.0,-0.008495896882010127,0.0,-0.008417300182968563,0.0,-0.012670078455439139,0.0,-0.005319386754655953,0.0,-0.001255513469291741,0.0,-0.012358949540921493,0.0,-0.012075585011850873,0.0,-0.010672462556933751,0.0,-0.012531719349012739,0.0,-0.012190426699887366,0.0,-0.012190426699887366,0.0,-0.010112752317517017,0.0,-0.01046073391412472,0.0,-0.006231358359368933,0.0
2016-03-28,-0.0034426154866921675,0.0,0.001772075647647,0.0,0.0003602662065760843,0.0,0.0007200506975245106,0.0,-0.005313691589779013,0.0,-0.006996324372994933,0.0,-0.0025392205074691587,0.0,-0.0043270238092878895,0.0,-0.004699626313121537,0.0,-0.0015952297647059588,0.0,0.003064770107525872,0.0,0.0035941689616638397,0.0,0.0035941689616638397,0.0,0.001601755826622653,0.0,0.0018783539391577695,0.0,0.004718431278105474,0.0
2016-03-29,-0.017775530704315378,0.0,-0.021656851244016343,0.0,-0.013020367497031777,0.0,-0.010534704565860326,0.0,-0.0077404973445295185,0.0,-0.0110408195981229,0.0,-0.014302229459843796,0.0,-0.009312217403618574,0.0,-0.010446528499692824,0.0,-0.010314207386000517,0.0,-0.004610235227140392,0.0,-0.004439764867437847,0.0,-0.004439764867437847,0.0,-0.008778750374010349,0.0,-0.007534978987812472,0.0,-0.011687831073133455,0.0
2016-03-30,0.012523880563712047,0.0,0.01266824350795538,0.0,0.02039110328848245,0.0,0.018963860503360304,0.0,0.020184698760228527,0.0,0.018999158419554275,0.0,0.016509096434545477,0.0,0.017022665167689976,0.0,0.01406224046544217,0.0,0.014116350320492176,0.0,0.009608790073138994,0.0,0.0100483396019637,0.0,0.0100483396019637,0.0,0.016465699817449962,0.0,0.012826804137102998,0.0,0.012423968622746862,0.0
2016-03-31,0.0008868733485706082,0.0,0.009002324346232039,0.0,0.009805330394828891,0.0,0.00865906911830403,0.0,-0.00492568890041708,0.0,-0.005557778105134114,0.0,-0.006846128679280252,0.0,-0.0033085964972984884,0.0,-0.0029705141899689057,0.0,-0.0009937829780133356,0.0,0.002408883964710784,0.0,0.004331997966836855,0.0,0.004331997966836855,0.0,-0.0035828245291492536,0.0,0.00021294943395461566,0.0,0.001377656431030471,0.0
2016-04-01,-0.0026188793281967542,0.0,-0.025931459188255093,0.0,-0.013487316155048324,0.0,-0.011203661910627195,0.0,0.0024099005988696964,0.0,0.00850353219284051,0.0,0.006781211967405123,0.0,0.0004299574778688373,0.0,0.001824722082278877,0.0,0.0018869564146065784,0.0,-0.004981004146750867,0.0,-0.005819259690258678,0.0,-0.005819259690258678,0.0,-0.012942895867591798,0.0,-0.008807362151305656,0.0,-0.007727393005568024,0.0
2016-04-06,-0.004535841105329152,0.0,-0.022249860231353218,0.0,-0.014932350044540047,0.0,-0.012325719981372803,0.0,-0.003680222114789111,0.0,0.0029992333306248023,0.0,0.0007551903909492681,0.0,-0.004436533601900716,0.0,-0.006048657383737824,0.0,-0.006370475330393429,0.0,-0.006659812291972723,0.0,-0.00644760615875962,0.0,-0.00644760615875962,0.0,-0.004311471196994966,0.0,-0.006622368558747212,0.0,-0.007964197534119087,0.0
2016-04-07,-0.0028802593086328277,0.0,0.005958036270556032,0.0,0.0032926064311886503,0.0,-0.0016823209756028248,0.0,-0.0046667126153784886,0.0,-0.0014717875886963935,0.0,-0.001796294088044853,0.0,-0.004858387996435687,0.0,-0.003568145416140374,0.0,-0.002165420571757247,0.0,-0.001264794836113459,0.0,-0.0009004297041541318,0.0,-0.0009004297041541318,0.0,-0.006750240610515846,0.0,-0.004997038395860631,0.0,-0.004319629261220254,0.0
2016-04-08,0.0022100991731740494,0.0,0.0011839660769377932,0.0,-0.002648885147590852,0.0,0.0038581342940031352,0.0,-0.0003339753613646804,0.0,0.00012081134525386485,0.0,0.0009198073029636599,0.0,0.0004366687728851956,0.0,0.0009970642222447922,0.0,-0.0012084610308583706,0.0,0.004092903671461312,0.0,0.0014621056501058864,0.0,0.0014621056501058864,0.0,-0.004155647507288896,0.0,-0.0014012276067417503,0.0,0.00022884770449479997,0.0
2016-04-11,-0.0010462613263042234,0.0,0.001981873032989012,0.0,0.000657747207712315,0.0,0.003001642668347365,0.0,0.002018116704974226,0.0,-0.007685656001400099,0.0,-0.006036991796068764,0.0,-0.003446978095855336,0.0,-0.0031476590088588717,0.0,-0.005228479308120975,0.0,-0.002425148811874612,0.0,-0.004298693450867465,0.0,-0.004298693450867465,0.0,-0.0011259882785136124,0.0,-0.0021085205869807227,0.0,-0.004555965776338489,0.0
2016-04-12,-0.013824531899944556,-0.01627298550819198,0.0043458147160457695,0.0018458147160457694,-0.001106070225005033,-0.003606070225005033,-0.008541504947387297,-0.011041504947387298,-0.010823181311237197,-0.013323181311237197,-0.015040226436921348,-0.01754022643692135,-0.01433790479307153,-0.01683790479307153,-0.009189121839135917,-0.011689121839135917,-0.010003051052836259,-0.012503051052836259,-0.011897932794462185,-0.014397932794462186,-0.013942037030858157,-0.016442037030858156,-0.010162995037067182,-0.012662995037067182,-0.010162995037067182,-0.012662995037067182,-0.0047790303498869485,-0.007279030349886948,-0.005657514097139312,-0.008157514097139312,-0.01093500462576812,-0.01343500462576812
2016-04-13,0.011517546124055707,-0.0025,8.86576478967391e-05,-0.0025,0.007787255407884089,-0.0025,0.00979960408942978,-0.0025,0.013569462014515244,-0.0025,0.01738986977820225,-0.0025,0.015212192584888103,-0.0025,0.012002065434390474,-0.0025,0.011084141404319481,-0.0025,0.00864624810495543,-0.0025,0.008687842066948715,-0.0025,0.003363855872092675,-0.0024999999999999996,0.003363855872092675,-0.0024999999999999996,0.010032695211626131,-0.0025,0.006698797920588636,-0.0025,0.008233647761662508,-0.0025000000000000005
2016-04-14,0.0015736071426899305,0.0,0.005435207066093862,0.0,0.0023927485777820445,0.0,0.002078535644896379,0.0,-0.0009788358612000665,0.0,0.0016181327011787427,0.0,0.002069370851247338,0.0,0.00029154136765361435,0.0,0.0016276941947154452,0.0,0.0004463283152121156,0.0,0.002519954850342932,0.0,0.0013848081278711453,0.0,0.0013848081278711453,0.0,0.001263072203380056,0.0,-0.0009626832796040413,0.0,0.00021466289039260314,0.0
2016-04-15,0.0025575456127016737,5.754561270167411e-05,0.027595799986979506,0.025095799986979507,0.01826269842778175,0.01576269842778175,0.015739157020147443,0.013239157020147442,0.006663930891710379,0.004163930891710379,0.0020618253893936495,-0.0004381746106063506,0.0018426020777986996,-0.0006573979222013005,0.005953042213420357,0.0034530422134203573,0.004369888881202356,0.0018698888812023555,0.002156729832661002,-0.00034327016733899825,0.007025070985172133,0.004525070985172132,0.0038066869545204194,0.0013066869545204198,0.0038066869545204194,0.0013066869545204198,0.009878826369544748,0.007378826369544747,0.006467482337240379,0.003967482337240379,0.003255891542206381,0.0007558915422063803
2016-04-18,-0.0035911838638117166,-0.0035911838638117166,0.00207182855949527,0.00207182855949527,-0.002790496419344094,-0.002790496419344094,-0.0034985965080149514,-0.0034985965080149514,-0.006380893225745044,-0.006380893225745044,-0.006950078148043788,-0.006950078148043788,-0.007111897974851511,-0.007111897974851511,-0.004868595276082455,-0.004868595276082455,-0.0052836228274056795,-0.0052836228274056795,-0.0044321235299791435,-0.0044321235299791435,-0.0056905953665081326,-0.0056905953665081326,-0.0040341751508391295,-0.0040341751508391295,-0.0040341751508391295,-0.0040341751508391295,0.0016076581510316547,0.0016076581510316547,0.00061562483900978,0.00061562483900978,-0.0010765267555338858,-0.0010765267555338858
2016-04-19,-0.0013463539459952123,-0.0013463539459952123,-0.005326601714184398,-0.005326601714184398,-0.004709350128499786,-0.004709350128499786,-0.004581674929374091,-0.004581674929374091,-0.005008797568762391,-0.005008797568762391,0.003950122058309765,0.003950122058309765,0.00360819107132655,0.00360819107132655,-0.004051080998316948,-0.004051080998316948,-0.0021388749576013444,-0.0021388749576013444,-0.003215035512653417,-0.003215035512653417,-0.003984934727302769,-0.003984934727302769,-0.004362060051327443,-0.004362060051327443,-0.004362060051327443,-0.004362060051327443,-0.011448122377488802,-0.011448122377488802,-0.008514451414592068,-0.008514451414592068,-0.006849299453622993,-0.006849299453622993
2016-04-20,-0.013270726728198694,-0.013270726728198694,-0.0046428812959557145,-0.0046428812959557145,-0.007290351538234473,-0.007290351538234473,-0.010035943446211577,-0.010035943446211577,-0.010909616819393175,-0.010909616819393175,-0.015223260450186049,-0.015223260450186049,-0.01509715444247656,-0.01509715444247656,-0.013775327147736228,-0.013775327147736228,-0.013781948464874499,-0.013781948464874499,-0.014830952977078959,-0.014830952977078959,-0.013132680126326802,-0.013132680126326802,-0.015442097459759966,-0.015442097459759966,-0.015442097459759966,-0.015442097459759966,-0.019478491280742284,-0.019478491280742284,-0.016104083175749066,-0.016104083175749066,-0.01531548185198764,-0.01531548185198764
2016-04-21,1.9110400540622166e-05,-0.0024999999999999996,0.0024309075177819774,-0.0025,0.0017538561288885644,-0.0025,0.002088471242097251,-0.0025,-0.0010391215079236353,-0.0025,-0.00038272649586162575,-0.0025,-0.001115776468279728,-0.0025,0.0011006109617726079,-0.0025,-0.0009445353939635231,-0.0025,-0.0013707798624341743,-0.0025,0.0007831571694386196,-0.0025,-0.00048432920518243217,-0.0024999999999999996,-0.00048432920518243217,-0.0024999999999999996,0.0033972527998318075,-0.0025,0.00030465367039135636,-0.0025,-0.0006177288106403334,-0.0025000000000000005
2016-04-22,-0.006520836102113021,0.0,-0.006113559885569287,0.0,-0.004323308769768727,0.0,-0.006545590474835745,0.0,-0.0033925756359228683,0.0,-0.005338524962810088,0.0,-0.006270691809372047,0.0,-0.0024039438376258107,0.0,-0.005609119560044263,0.0,-0.005826257633531763,0.0,-0.0021969591085003294,0.0,-0.004071865046010907,0.0,-0.004071865046010907,0.0,-0.006225375746344753,0.0,-0.006403374780514655,0.0,-0.0019543030349578666,0.0
2016-04-25,-0.0035916638632984524,0.0,-0.005408309288025081,0.0,-0.0037935257719046676,0.0,-0.0013158366802820288,0.0,0.0060185938352454345,0.0,0.00044240544941846326,0.0,0.0008556755261422132,0.0,0.004112784955797022,0.0,0.0037328575313201546,0.0,0.0022448663566658577,0.0,0.003074156755915225,0.0,0.0037436750954848073,0.0,0.0037436750954848073,0.0,0.010525771094383352,0.0,0.00794578178877648,0.0,0.0036430318246572996,0.0
