date,Full_EW,Full_EW_timed,ratio_no_filter_N10,ratio_no_filter_N10_timed,ratio_no_filter_N15,ratio_no_filter_N15_timed,ratio_no_filter_N20,ratio_no_filter_N20_timed,ratio_top70%_N10,ratio_top70%_N10_timed,ratio_top70%_N15,ratio_top70%_N15_timed,ratio_top70%_N20,ratio_top70%_N20_timed,ratio_top50%_N10,ratio_top50%_N10_timed,ratio_top50%_N15,ratio_top50%_N15_timed,ratio_top50%_N20,ratio_top50%_N20_timed,ratio_top30%_N10,ratio_top30%_N10_timed,ratio_top30%_N15,ratio_top30%_N15_timed,ratio_top30%_N20,ratio_top30%_N20_timed,pure_tv_no_filter_N10,pure_tv_no_filter_N10_timed,pure_tv_no_filter_N15,pure_tv_no_filter_N15_timed,pure_tv_no_filter_N20,pure_tv_no_filter_N20_timed
2013-04-23,0.006252292936106224,0.006252292936106224,0.0021509759392914557,0.0021509759392914557,0.006707675918161704,0.006707675918161704,0.007663391204842919,0.007663391204842919,0.013264224233654011,0.013264224233654011,0.012352995177398192,0.012352995177398192,0.008694108965858,0.008694108965858,0.01531467241765233,0.01531467241765233,0.015834028534740776,0.015834028534740776,0.012446679284702888,0.012446679284702888,0.004252409515499667,0.004252409515499667,0.003063687794839282,0.003063687794839282,0.003063687794839282,0.003063687794839282,0.003045823488506771,0.003045823488506771,0.0024498202547063026,0.0024498202547063026,-0.0012589527627439147,-0.0012589527627439147
2013-04-24,0.002553296886775428,0.002553296886775428,0.004146881299541405,0.004146881299541405,3.154564104862869e-05,3.154564104862869e-05,-0.00047902338420975843,-0.00047902338420975843,-0.0023913223388862476,-0.0023913223388862476,-0.0022644583792524728,-0.0022644583792524728,-0.0015667302726570576,-0.0015667302726570576,0.001888267111549003,0.001888267111549003,-0.0010587759268391543,-0.0010587759268391543,0.0007640215319351981,0.0007640215319351981,0.006877727818452362,0.006877727818452362,0.005982719921279855,0.005982719921279855,0.005982719921279855,0.005982719921279855,0.011870704252372744,0.011870704252372744,0.006834616175612496,0.006834616175612496,0.005887384676203571,0.005887384676203571
2013-04-25,0.0022087549672045125,0.0022087549672045125,0.013653998503418831,0.013653998503418831,0.011461851098463819,0.011461851098463819,0.012351256568197251,0.012351256568197251,0.015890573346715585,0.015890573346715585,0.015600206556942903,0.015600206556942903,0.013217272153735384,0.013217272153735384,0.012103133733188998,0.012103133733188998,0.015490524881005004,0.015490524881005004,0.01136448588328598,0.01136448588328598,0.00818518797069785,0.00818518797069785,0.005817703349985064,0.005817703349985064,0.005817703349985064,0.005817703349985064,-0.0005523172063062185,-0.0005523172063062185,0.012002097426371393,0.012002097426371393,0.006043988135481116,0.006043988135481116
2013-04-26,0.0010072261325426426,0.0010072261325426426,0.007515875256034521,0.007515875256034521,0.0003145282187061527,0.0003145282187061527,-0.0021891540225840393,-0.0021891540225840393,-0.006776825185182755,-0.006776825185182755,-0.007751283705606708,-0.007751283705606708,-0.005176663165135582,-0.005176663165135582,-0.0023483109006715124,-0.0023483109006715124,-0.0034593716270726604,-0.0034593716270726604,-0.003251309984954417,-0.003251309984954417,-0.0063954726375176855,-0.0063954726375176855,-0.005814066034106987,-0.005814066034106987,-0.005814066034106987,-0.005814066034106987,0.0030926095644429937,0.0030926095644429937,0.003378937182536101,0.003378937182536101,0.0008719105343323375,0.0008719105343323375
2013-04-29,-0.0017322687570200258,-0.0017322687570200258,-0.004865491344800299,-0.004865491344800299,-0.006253747711415002,-0.006253747711415002,-0.010314650457617692,-0.010314650457617692,-0.01027095326107207,-0.01027095326107207,-0.01434642173945663,-0.01434642173945663,-0.013984979726374913,-0.013984979726374913,-0.011161821857954037,-0.011161821857954037,-0.015310572850109994,-0.015310572850109994,-0.013008745710198142,-0.013008745710198142,-0.01492832315264565,-0.01492832315264565,-0.013020238678713672,-0.013020238678713672,-0.013020238678713672,-0.013020238678713672,0.003110166548309679,0.003110166548309679,-0.002184817339080802,-0.002184817339080802,-0.004338669434444848,-0.004338669434444848
2013-04-30,0.007384896460377094,0.007384896460377094,0.01669631671885895,0.01669631671885895,0.021836500026073173,0.021836500026073173,0.019118003771806297,0.019118003771806297,0.03095396100757976,0.03095396100757976,0.02429014567472173,0.02429014567472173,0.02134117231873004,0.02134117231873004,0.02656371710514075,0.02656371710514075,0.0220415415990819,0.0220415415990819,0.0171359553007602,0.0171359553007602,0.014218345730325058,0.014218345730325058,0.012925768845750054,0.012925768845750054,0.012925768845750054,0.012925768845750054,0.023235286650310227,0.023235286650310227,0.018226544443123518,0.018226544443123518,0.01640218334459789,0.01640218334459789
2013-05-02,0.004803817872883458,0.004803817872883458,-0.0002873385003649754,-0.0002873385003649754,-0.00014054665434846101,-0.00014054665434846101,0.00841338829500523,0.00841338829500523,0.0028908216950618406,0.0028908216950618406,0.013285612177729996,0.013285612177729996,0.012377451511915834,0.012377451511915834,0.008224155028395186,0.008224155028395186,0.013775088438131371,0.013775088438131371,0.010995425407224476,0.010995425407224476,0.017250592423814097,0.017250592423814097,0.014422344385435755,0.014422344385435755,0.014422344385435755,0.014422344385435755,0.0014924702427423736,0.0014924702427423736,0.0015924916049597563,0.0015924916049597563,0.0037493514094562932,0.0037493514094562932
2013-05-03,0.001037525270153902,0.001037525270153902,-0.008024722773424212,-0.008024722773424212,-0.0060302423431896,-0.0060302423431896,-0.0035070940667636663,-0.0035070940667636663,-0.007961474601687248,-0.007961474601687248,-0.003953532813620118,-0.003953532813620118,-0.0029723683153650153,-0.0029723683153650153,-0.013589014421389226,-0.013589014421389226,-0.0036878071242932475,-0.0036878071242932475,-2.181153015576835e-05,-2.181153015576835e-05,-0.010344734681343195,-0.010344734681343195,-0.007487262628947117,-0.007487262628947117,-0.007487262628947117,-0.007487262628947117,-0.00860698748493356,-0.00860698748493356,-0.00549472683213279,-0.00549472683213279,-0.0033432606592143643,-0.0033432606592143643
2013-05-06,0.0028648310887105575,0.0028648310887105575,-0.0015106834296686133,-0.0015106834296686133,-0.0021235517282798782,-0.0021235517282798782,0.00013513073460902423,0.00013513073460902423,-0.003946559550451612,-0.003946559550451612,-0.00032731365920916434,-0.00032731365920916434,0.0003307815235426895,0.0003307815235426895,-0.006490066913236092,-0.006490066913236092,-0.0012934972340883882,-0.0012934972340883882,0.0003194677525084732,0.0003194677525084732,-0.0037795140653544396,-0.0037795140653544396,-0.004330187393281556,-0.004330187393281556,-0.004330187393281556,-0.004330187393281556,-0.0007039153224038697,-0.0007039153224038697,0.0029901189173235027,0.0029901189173235027,0.0019927912357022353,0.0019927912357022353
2013-05-07,0.001609769049226776,0.001609769049226776,0.007047193658506234,0.007047193658506234,0.005219662151563509,0.005219662151563509,0.009164678923693315,0.009164678923693315,0.005687823392594259,0.005687823392594259,0.01079179200842375,0.01079179200842375,0.007722684878772346,0.007722684878772346,0.011819307010265699,0.011819307010265699,0.01157520297870503,0.01157520297870503,0.008308271076166053,0.008308271076166053,0.01299879781229657,0.01299879781229657,0.00866398958178299,0.00866398958178299,0.00866398958178299,0.00866398958178299,0.004039376520873272,0.004039376520873272,0.0027881226993090227,0.0027881226993090227,0.0057026160682082895,0.0057026160682082895
2013-05-08,0.0022548858700167005,0.0022548858700167005,-0.003446704104255316,-0.003446704104255316,-0.0017939307611326864,-0.0017939307611326864,0.0013236417860418796,0.0013236417860418796,0.0015340841786263505,0.0015340841786263505,0.00458150926160609,0.00458150926160609,0.0020263563832724767,0.0020263563832724767,0.0019852480404010334,0.0019852480404010334,0.0020351085433589467,0.0020351085433589467,0.0019703975805671066,0.0019703975805671066,0.0007461679064338809,0.0007461679064338809,0.0011472112324043462,0.0011472112324043462,0.0011472112324043462,0.0011472112324043462,0.009004628131659666,0.009004628131659666,0.009095344973045205,0.009095344973045205,0.007953296107854186,0.007953296107854186
2013-05-09,-0.0016030625399780147,-0.0016030625399780147,-0.007952864303323981,-0.007952864303323981,-0.007927783422575,-0.007927783422575,-0.007511627232460639,-0.007511627232460639,-0.013120612968511525,-0.013120612968511525,-0.010834794866380199,-0.010834794866380199,-0.010299812305626389,-0.010299812305626389,-0.01454918439708296,-0.01454918439708296,-0.013198840045213087,-0.013198840045213087,-0.008679554664329804,-0.008679554664329804,-0.011861237746111843,-0.011861237746111843,-0.00820929769765525,-0.00820929769765525,-0.00820929769765525,-0.00820929769765525,-0.009431019123647565,-0.009431019123647565,-0.005305828498407017,-0.005305828498407017,-0.007132602457825687,-0.007132602457825687
2013-05-10,-0.0002858968803902965,-0.0002858968803902965,-0.009431717856842704,-0.009431717856842704,-0.00855266645376885,-0.00855266645376885,-0.0031712599735757184,-0.0031712599735757184,-0.010130901365466339,-0.010130901365466339,-0.0024296144213096674,-0.0024296144213096674,-0.0041771510686882335,-0.0041771510686882335,-0.007041255840973449,-0.007041255840973449,-0.005341082038659625,-0.005341082038659625,-0.005718297654377853,-0.005718297654377853,-0.00887602973736209,-0.00887602973736209,-0.006958226771456155,-0.006958226771456155,-0.006958226771456155,-0.006958226771456155,0.00121024369921402,0.00121024369921402,-0.0005996279824610639,-0.0005996279824610639,-0.0029350278709219637,-0.0029350278709219637
2013-05-13,-0.004082865665534762,-0.004082865665534762,0.009575447027943619,0.009575447027943619,0.006211442148567052,0.006211442148567052,-0.0010036128340690119,-0.0010036128340690119,0.008882167562062948,0.008882167562062948,-0.0016281475526171022,-0.0016281475526171022,0.0005117565232452994,0.0005117565232452994,0.007037149111878438,0.007037149111878438,-0.0010990470235165747,-0.0010990470235165747,-0.0009104187134905788,-0.0009104187134905788,0.007335720579864314,0.007335720579864314,0.005393022095939214,0.005393022095939214,0.005393022095939214,0.005393022095939214,-0.006774135321018572,-0.006774135321018572,-0.011639336997980995,-0.011639336997980995,-0.008312801842838752,-0.008312801842838752
2013-05-14,0.00027817423408556924,0.00027817423408556924,0.0020345177302074522,0.0020345177302074522,0.00026413035054229854,0.00026413035054229854,-0.002006411218879351,-0.002006411218879351,-0.0071189629135405275,-0.0071189629135405275,-0.007685320584741784,-0.007685320584741784,-0.0037105190827718855,-0.0037105190827718855,-0.007479238602763605,-0.007479238602763605,-0.007195069366144128,-0.007195069366144128,-0.00686255183103074,-0.00686255183103074,-0.006076488278862369,-0.006076488278862369,-0.007740026416698396,-0.007740026416698396,-0.007740026416698396,-0.007740026416698396,-0.0031739660332785746,-0.0031739660332785746,-0.0033840452958082985,-0.0033840452958082985,-0.003362269585538347,-0.003362269585538347
2013-05-15,0.002293891402935478,-0.0025,-0.006560900950788484,-0.0025000000000000005,-0.0026749097539097897,-0.0025,0.0031727195888073103,-0.0025,0.000471211755564205,-0.0025000000000000005,0.007219343709362338,-0.0025,0.007977412006413387,-0.0025000000000000005,-0.0004296891453366867,-0.0025000000000000005,0.00735481040634325,-0.0025000000000000005,0.005107707288686709,-0.0025,0.007762228532890526,-0.0025,0.006547005993136862,-0.0025,0.006547005993136862,-0.0025,0.007615441512604882,-0.0025,0.011111075000027823,-0.0025,0.0036709060267908224,-0.0025000000000000005
2013-05-16,0.006743258027401292,0.0,0.011510725385687403,0.0,0.015021170669684647,0.0,0.012401158772614267,0.0,0.011174586399316322,0.0,0.008963431960011923,0.0,0.00848696072953598,0.0,0.012796232519693418,0.0,0.009022305743534702,0.0,0.004945769987907378,0.0,0.0038052785874892452,0.0,-0.0015333231437800392,0.0,-0.0015333231437800392,0.0,0.016893326488547234,0.0,0.007091659843123611,0.0,0.0025726973324573517,0.0
2013-05-17,0.003200401744450446,0.000700401744450446,-0.0062735166315533554,-0.008773516631553357,-0.0010033621066223297,-0.0035033621066223298,-0.0009406366213935927,-0.003440636621393593,-0.008183322310802377,-0.010683322310802377,-0.005706368262437377,-0.008206368262437378,-0.00594156677636194,-0.008441566776361941,-0.005041766978344286,-0.007541766978344287,-0.006591438553100633,-0.009091438553100633,-0.006478944617815347,-0.008978944617815347,-0.009299437937245358,-0.011799437937245359,-0.0073269945711892034,-0.009826994571189204,-0.0073269945711892034,-0.009826994571189204,-0.0019736586916158307,-0.004473658691615831,-0.005244978427301332,-0.007744978427301333,-0.004886949738136514,-0.007386949738136515
2013-05-20,0.005397695080554593,0.005397695080554593,0.007936527829834339,0.007936527829834339,0.012356035969050393,0.012356035969050393,0.01179967359261576,0.01179967359261576,0.010241703536353099,0.010241703536353099,0.01020466451200602,0.01020466451200602,0.01059925019110955,0.01059925019110955,0.009642429928604925,0.009642429928604925,0.01070379939502717,0.01070379939502717,0.009029568778565148,0.009029568778565148,0.004128426271437824,0.004128426271437824,0.0038248145191359063,0.0038248145191359063,0.0038248145191359063,0.0038248145191359063,-0.008239374703683244,-0.008239374703683244,-0.004964134839747403,-0.004964134839747403,-0.00322085198210994,-0.00322085198210994
2013-05-21,0.007164011786475237,0.007164011786475237,6.4166464657574186e-06,6.4166464657574186e-06,0.0055993827718034,0.0055993827718034,0.001634908209085146,0.001634908209085146,0.0031975482041553555,0.0031975482041553555,-0.0012878063569196365,-0.0012878063569196365,0.00441687742073415,0.00441687742073415,-0.00010290440960275451,-0.00010290440960275451,-0.002355422015282641,-0.002355422015282641,-0.00011179318730786811,-0.00011179318730786811,-0.0057959790574123255,-0.0057959790574123255,-0.002311613157295103,-0.002311613157295103,-0.002311613157295103,-0.002311613157295103,-0.0026400024199701656,-0.0026400024199701656,-0.0007518146395816116,-0.0007518146395816116,0.003440595581695932,0.003440595581695932
2013-05-22,0.011491771106416675,0.011491771106416675,0.018002079122141967,0.018002079122141967,0.01897059741347032,0.01897059741347032,0.015035113482104203,0.015035113482104203,0.01759723719689743,0.01759723719689743,0.012807712027266903,0.012807712027266903,0.009199489435952526,0.009199489435952526,0.017844150777144366,0.017844150777144366,0.012286878693933568,0.012286878693933568,0.01140179412790656,0.01140179412790656,0.008082263420946844,0.008082263420946844,0.0066777059553288455,0.0066777059553288455,0.0066777059553288455,0.0066777059553288455,0.006283974068396559,0.006283974068396559,0.0077620489371168794,0.0077620489371168794,0.006267201745126084,0.006267201745126084
2013-05-23,-0.009952251581006101,-0.009952251581006101,-0.0016807299716566921,-0.0016807299716566921,-0.0034101820483449933,-0.0034101820483449933,-0.006743535031340514,-0.006743535031340514,-0.007161600721022033,-0.007161600721022033,-0.010355598474123715,-0.010355598474123715,-0.008447766958092922,-0.008447766958092922,-0.0089241295141686,-0.0089241295141686,-0.009993568421400445,-0.009993568421400445,-0.011144407181318,-0.011144407181318,-0.014788657357532674,-0.014788657357532674,-0.01328167828671445,-0.01328167828671445,-0.01328167828671445,-0.01328167828671445,-0.011822841549200836,-0.011822841549200836,-0.017640459091300957,-0.017640459091300957,-0.01623964233191803,-0.01623964233191803
2013-05-24,-0.007845023954924148,-0.007845023954924148,-0.005903904261028536,-0.005903904261028536,-0.005695823641920524,-0.005695823641920524,-0.008041314466782641,-0.008041314466782641,-0.008683124582874114,-0.008683124582874114,-0.010814678702372404,-0.010814678702372404,-0.011047306511723578,-0.011047306511723578,-0.008582916149332343,-0.008582916149332343,-0.011736200093574827,-0.011736200093574827,-0.012211891927438668,-0.012211891927438668,-0.009460917508128587,-0.009460917508128587,-0.011015640792242504,-0.011015640792242504,-0.011015640792242504,-0.011015640792242504,-0.010019602590036682,-0.010019602590036682,-0.010589061314608336,-0.010589061314608336,-0.010532728385172947,-0.010532728385172947
2013-05-27,0.005263868351781999,0.005263868351781999,0.0024917252652919214,0.0024917252652919214,0.007863113634831484,0.007863113634831484,0.007993909823718559,0.007993909823718559,0.0030752411095595015,0.0030752411095595015,0.004845593536499596,0.004845593536499596,0.0036749984099815006,0.0036749984099815006,0.002316867635828124,0.002316867635828124,0.003720577556158954,0.003720577556158954,0.003038934103306224,0.003038934103306224,-0.0019595303035756517,-0.0019595303035756517,-0.0031634261766939793,-0.0031634261766939793,-0.0031634261766939793,-0.0031634261766939793,0.004180110862904496,0.004180110862904496,0.003150391135059504,0.003150391135059504,0.0011679611362201134,0.0011679611362201134
2013-05-28,0.00040757082063913797,0.00040757082063913797,-0.002217541269274126,-0.002217541269274126,0.0007798631225277874,0.0007798631225277874,0.002456128499147192,0.002456128499147192,-0.0078419765189525,-0.0078419765189525,-0.0027330094696331963,-0.0027330094696331963,-0.001579019485728883,-0.001579019485728883,-0.006879614862599259,-0.006879614862599259,-0.002634218803647855,-0.002634218803647855,-0.002729697377184509,-0.002729697377184509,0.0033244944329196115,0.0033244944329196115,0.0025089826374589974,0.0025089826374589974,0.0025089826374589974,0.0025089826374589974,-0.0018099708643802728,-0.0018099708643802728,0.0016680398906729088,0.0016680398906729088,0.0005966832946718793,0.0005966832946718793
2013-05-29,0.010996918809624114,0.010996918809624114,0.012377918276708966,0.012377918276708966,0.012089305655183409,0.012089305655183409,0.016478814015855835,0.016478814015855835,0.023716789065605686,0.023716789065605686,0.025693639076361484,0.025693639076361484,0.023439888152884055,0.023439888152884055,0.0262167890656057,0.0262167890656057,0.028489338001092657,0.028489338001092657,0.022376953620390775,0.022376953620390775,0.020606606952377596,0.020606606952377596,0.017395690586577663,0.017395690586577663,0.017395690586577663,0.017395690586577663,0.029698463230316795,0.029698463230316795,0.022386283636150778,0.022386283636150778,0.019011789903626487,0.019011789903626487
2013-05-30,-0.0019267573541106363,-0.0019267573541106363,-0.0038577898302618267,-0.0038577898302618267,-0.0038626227601471492,-0.0038626227601471492,-0.0006527038651995559,-0.0006527038651995559,-0.0006850650792429088,-0.0006850650792429088,0.0025356408870524697,0.0025356408870524697,9.57151176716423e-06,9.57151176716423e-06,0.00022177358634165533,0.00022177358634165533,0.0027555942938000044,0.0027555942938000044,0.002685910753596598,0.002685910753596598,-0.004371396572517728,-0.004371396572517728,-0.0014910050370667922,-0.0014910050370667922,-0.0014910050370667922,-0.0014910050370667922,-0.004844498010563336,-0.004844498010563336,-0.006199501041560773,-0.006199501041560773,-0.0054971800064764105,-0.0054971800064764105
2013-05-31,0.003326059057558834,0.003326059057558834,0.012521074433571323,0.012521074433571323,0.012642325026117427,0.012642325026117427,0.011161285256441038,0.011161285256441038,0.010740834651891972,0.010740834651891972,0.009399945083731941,0.009399945083731941,0.005627531938305185,0.005627531938305185,0.00736332307634292,0.00736332307634292,0.009578185636169183,0.009578185636169183,0.005966824142791266,0.005966824142791266,0.008408176757892571,0.008408176757892571,0.004509082321255166,0.004509082321255166,0.004509082321255166,0.004509082321255166,0.009371497287005703,0.009371497287005703,0.0031395350191411858,0.0031395350191411858,0.003465477253586169,0.003465477253586169
2013-06-03,0.0034407920459845706,0.0034407920459845706,0.01331171479774166,0.01331171479774166,0.004565364175406153,0.004565364175406153,0.009834709934371466,0.009834709934371466,0.008243185149486531,0.008243185149486531,0.010032243696948528,0.010032243696948528,0.009467848577610346,0.009467848577610346,0.008743185149486531,0.008743185149486531,0.00863010406512817,0.00863010406512817,0.005967417941049146,0.005967417941049146,0.013228953115844926,0.013228953115844926,0.011704075692159146,0.011704075692159146,0.011704075692159146,0.011704075692159146,0.0008886301554327134,0.0008886301554327134,0.002577402136811183,0.002577402136811183,0.004536316573583587,0.004536316573583587
2013-06-04,-0.0015274714058523392,-0.0015274714058523392,-0.010340984035130042,-0.010340984035130042,-0.0071400516443195,-0.0071400516443195,-0.00482534060429153,-0.00482534060429153,-0.010505687489499817,-0.010505687489499817,-0.0016012915069320167,-0.0016012915069320167,-0.0005074490181209924,-0.0005074490181209924,-0.010505687489499817,-0.010505687489499817,0.0009177469348770656,0.0009177469348770656,0.0009830208121107428,0.0009830208121107428,0.002370559246576642,0.002370559246576642,0.0011347498099171537,0.0011347498099171537,0.0011347498099171537,0.0011347498099171537,-0.0029794776556798077,-0.0029794776556798077,-0.003672309828150677,-0.003672309828150677,-0.0027840203246849715,-0.0027840203246849715
2013-06-05,-0.0023880037236747656,-0.0023880037236747656,-0.0012617809877550016,-0.0012617809877550016,-0.001190664844485711,-0.001190664844485711,0.004192393452129762,0.004192393452129762,-0.004550955542814616,-0.004550955542814616,0.0016358466334791095,0.0016358466334791095,0.00366203425076272,0.00366203425076272,-0.004550955542814616,-0.004550955542814616,0.002917246440154831,0.002917246440154831,0.0020553474753348365,0.0020553474753348365,0.008495332381030132,0.008495332381030132,0.008238972064479969,0.008238972064479969,0.008238972064479969,0.008238972064479969,0.001671937684707404,0.001671937684707404,-0.0010403881936249752,-0.0010403881936249752,0.0016365735946117905,0.0016365735946117905
2013-06-06,-0.0025918932460556173,-0.0025918932460556173,0.006011115673468526,0.006011115673468526,0.0023488431883490857,0.0023488431883490857,0.005424360391562511,0.005424360391562511,0.007493841613696751,0.007493841613696751,0.005791171453257737,0.005791171453257737,0.006305722074085168,0.006305722074085168,0.007493841613696751,0.007493841613696751,0.0064699343147617125,0.0064699343147617125,0.004341988531714894,0.004341988531714894,0.012664475084698491,0.012664475084698491,0.010897521983421775,0.010897521983421775,0.010897521983421775,0.010897521983421775,-0.0008473157700037426,-0.0008473157700037426,-0.002536430124311927,-0.002536430124311927,0.0011707949994900868,0.0011707949994900868
2013-06-07,-0.013506890001323974,-0.013506890001323974,-0.01583133427904726,-0.01583133427904726,-0.022937585640288694,-0.022937585640288694,-0.022294637184550978,-0.022294637184550978,-0.025953608103729743,-0.025953608103729743,-0.026981764816183515,-0.026981764816183515,-0.024264629857495338,-0.024264629857495338,-0.025953608103729743,-0.025953608103729743,-0.030254410053306535,-0.030254410053306535,-0.02791291067048437,-0.02791291067048437,-0.029228385312760053,-0.029228385312760053,-0.028017540366971953,-0.028017540366971953,-0.028017540366971953,-0.028017540366971953,-0.015040697475193978,-0.015040697475193978,-0.01695790705854719,-0.01695790705854719,-0.016029729749356778,-0.016029729749356778
2013-06-10,0.00859918640025077,-0.0025,0.006108976294842939,-0.0025000000000000005,0.009565003749802374,-0.0025000000000000005,0.01269685085906987,-0.0025,0.01106782172494768,-0.0025000000000000005,0.010356613451963282,-0.0025,0.00927366526708804,-0.0025,0.01106782172494768,-0.0025000000000000005,0.012241969496269633,-0.0025000000000000005,0.010988042669475895,-0.0025,0.013592010441751033,-0.0025,0.012671300695524267,-0.0025,0.012671300695524267,-0.0025,0.02655500776533537,-0.0025,0.026093372522897413,-0.0025,0.021387665402143548,-0.0025000000000000005
2013-06-11,-0.0006848146848632317,0.0,-0.008458631182888377,0.0,-0.006011423620546977,0.0,-0.0026475287942727245,0.0,-0.014118191115747115,0.0,-0.01101345335980614,0.0,-0.006312779057381868,0.0,-0.014118191115747115,0.0,-0.01018623288391051,0.0,-0.007957825304037127,0.0,-0.012948199021293752,0.0,-0.010620342033166943,0.0,-0.010620342033166943,0.0,-0.005785092681365357,0.0,-0.0042033610953366475,0.0,-0.004278294429134239,0.0
2013-06-13,-0.018312106841976736,0.0,-0.028799936124089293,0.0,-0.030180728878763437,0.0,-0.026838845920338056,0.0,-0.03619243573198827,0.0,-0.03205940594932662,0.0,-0.03200523107106687,0.0,-0.03619243573198827,0.0,-0.037266573356255765,0.0,-0.03367845794383927,0.0,-0.038663814814214575,0.0,-0.03649189776498844,0.0,-0.03649189776498844,0.0,-0.027813864107423026,0.0,-0.023181797687808866,0.0,-0.025527145811676807,0.0
2013-06-14,-0.008918978690319802,0.0,-0.00633721867765914,0.0,-0.008317239304924317,0.0,-0.00990522318864756,0.0,-0.006558566385884513,0.0,-0.009560281546516685,0.0,-0.013486305368302122,0.0,-0.006558566385884513,0.0,-0.010390698746949416,0.0,-0.010709319068920585,0.0,-0.002665133391070707,0.0,-0.0035762510748226033,0.0,-0.0035762510748226033,0.0,0.006818305258457658,0.0,-0.0016522407667884929,0.0,-0.0032581034089251004,0.0
2013-06-17,0.01333767761514561,0.0,0.029482170622569172,0.0,0.02735986723795884,0.0,0.02346882602715586,0.0,0.036738282337295286,0.0,0.031679924292086166,0.0,0.028608181304157782,0.0,0.036738282337295286,0.0,0.037390711393107116,0.0,0.03254934682426074,0.0,0.03474038134427095,0.0,0.033068995784511404,0.0,0.033068995784511404,0.0,0.025204798409816,0.0,0.023607464889108462,0.0,0.02237649264303374,0.0
2013-06-18,0.006310386547765775,0.0,0.004615932169527492,0.0,0.009964072956658465,0.0,0.004434713328212126,0.0,0.008647822195035772,0.0,0.007545931062337223,0.0,0.00726590916068321,0.0,0.008647822195035772,0.0,0.0067902539496953315,0.0,0.007843189815138095,0.0,0.003916481507420079,0.0,0.0074266864278531575,0.0,0.0074266864278531575,0.0,-0.0021185312256337793,0.0,0.0030063066734153407,0.0,0.0006647578495750264,0.0
2013-06-19,0.003250890868048894,0.0007508908680488942,0.011719646035571886,0.009219646035571885,0.007276289853652562,0.004776289853652561,0.005835855177262423,0.0033358551772624226,0.010913781194251217,0.008413781194251216,0.008757788745437742,0.006257788745437741,0.012694365196515312,0.010194365196515311,0.010913781194251217,0.008413781194251216,0.010205007984010361,0.007705007984010361,0.00837232899057816,0.005872328990578159,0.013110728882322576,0.010610728882322576,0.0125202276197921,0.0100202276197921,0.0125202276197921,0.0100202276197921,-0.0007969217279496731,-0.003296921727949673,0.0006061069914300662,-0.0018938930085699338,0.0013802750297523816,-0.001119724970247619
2013-06-20,-0.008457718575324635,-0.008457718575324635,-0.01691849546342048,-0.01691849546342048,-0.01276186659228163,-0.01276186659228163,-0.01104807209520789,-0.01104807209520789,-0.02142221044545135,-0.02142221044545135,-0.011550426778508491,-0.011550426778508491,-0.008872219432713236,-0.008872219432713236,-0.02142221044545135,-0.02142221044545135,-0.016172260449303734,-0.016172260449303734,-0.01325694555940229,-0.01325694555940229,-0.013082693193729244,-0.013082693193729244,-0.013187791382928218,-0.013187791382928218,-0.013187791382928218,-0.013187791382928218,-0.010319751887922314,-0.010319751887922314,-0.009240175686087706,-0.009240175686087706,-0.006531452494376539,-0.006531452494376539
2013-06-21,-0.0112129434489372,-0.0025,-0.009520307646688243,-0.0025000000000000005,-0.013496062609047083,-0.0025000000000000005,-0.009601205773716438,-0.0025,-0.01988970552545808,-0.0025000000000000005,-0.01149460921044266,-0.0025,-0.012408940725489509,-0.0025,-0.01988970552545808,-0.0025000000000000005,-0.014816573798308629,-0.0025000000000000005,-0.011352570916801197,-0.0025,-0.007513672827609231,-0.0025,-0.00642657125742253,-0.0025,-0.00642657125742253,-0.0025,-0.006642807087844038,-0.0025,-0.009602939392287246,-0.0025,-0.015694875106790608,-0.0025000000000000005
2013-06-24,-0.0007492078988678885,0.0,-0.0029061964316073998,0.0,-0.0029127663360721885,0.0,-0.0028928860216304976,0.0,-0.0030841951571044857,0.0,-0.006165668534755049,0.0,-0.004361113946073558,0.0,-0.0030841951571044857,0.0,-0.00665651080528827,0.0,-0.006829508231967775,0.0,-0.0098624847811171,0.0,-0.008161390026277008,0.0,-0.008161390026277008,0.0,-0.008867240619537099,0.0,-0.008764957723649852,0.0,-0.0047768846804547745,0.0
2013-06-25,-0.01903326844283056,0.0,-0.01509264628207754,0.0,-0.019147418325516526,0.0,-0.018899080370131327,0.0,-0.023174726459563335,0.0,-0.024583526278106792,0.0,-0.026183942041011675,0.0,-0.023174726459563335,0.0,-0.02591133225965088,0.0,-0.024286892120900634,0.0,-0.026838061912137213,0.0,-0.026092815454415007,0.0,-0.026092815454415007,0.0,-0.03127747754992391,0.0,-0.02966368314288583,0.0,-0.029602456158140698,0.0
2013-06-26,0.010626933688127827,0.0,0.010925267336417108,0.0,0.012405252426310942,0.0,0.009630004003818653,0.0,0.017734804687893523,0.0,0.014339415179108706,0.0,0.013302775228740427,0.0,0.017734804687893523,0.0,0.014649273036358679,0.0,0.012285870840485004,0.0,0.011862416595044833,0.0,0.01037771747340286,0.0,0.01037771747340286,0.0,0.019945247336064467,0.0,0.020796311017248437,0.0,0.01659446737039689,0.0
